NextWordPredictionModelRaw,NextWordPredictionModel,AlternativeStructure,context,trigger,query,model_negation_probability,observed_rows,observed_boundaries,human_negation_probability,human_trial_count
cloze,Cloze Probability,conjunction,throw,football,boomerang,0.07225,168,8,0.6190476190476191,21
cloze,Cloze Probability,conjunction,throw,football,lawnmower,0.021750000000000002,24,8,0.0,3
cloze,Cloze Probability,conjunction,throw,football,tires,0.0305,24,8,0.0,3
cloze,Cloze Probability,conjunction,throw,lawnmower,beach ball,0.3,16,8,1.0,2
cloze,Cloze Probability,conjunction,throw,lawnmower,boomerang,0.19949999999999998,40,8,0.8,5
cloze,Cloze Probability,conjunction,throw,lawnmower,football,0.761,40,8,1.0,5
cloze,Cloze Probability,conjunction,throw,lawnmower,tires,0.082,104,8,0.07692307692307693,13
cloze,Cloze Probability,conjunction,throw,tires,beach ball,0.2965,40,8,0.6,5
cloze,Cloze Probability,conjunction,throw,tires,boomerang,0.19925,32,8,1.0,4
cloze,Cloze Probability,conjunction,throw,tires,football,0.7555,40,8,0.8,5
cloze,Cloze Probability,conjunction,throw,tires,lawnmower,0.0605,40,8,0.8,5
cloze,Cloze Probability,conjunction,transport,car,chairs,0.013500000000000002,40,8,0.0,5
cloze,Cloze Probability,conjunction,transport,car,hammer,0.0085,40,8,0.2,5
cloze,Cloze Probability,conjunction,transport,car,lawnmower,0.0185,32,8,0.25,4
cloze,Cloze Probability,conjunction,transport,chairs,car,0.6777500000000001,24,8,1.0,3
cloze,Cloze Probability,conjunction,transport,chairs,hammer,0.01925,32,8,0.0,4
cloze,Cloze Probability,conjunction,transport,chairs,lawnmower,0.03875,176,8,0.09090909090909091,22
cloze,Cloze Probability,conjunction,transport,hammer,car,0.68275,40,8,0.6,5
cloze,Cloze Probability,conjunction,transport,hammer,chairs,0.030500000000000003,120,8,0.06666666666666667,15
cloze,Cloze Probability,conjunction,transport,hammer,lawnmower,0.038000000000000006,144,8,0.5555555555555556,18
cloze,Cloze Probability,conjunction,transport,lawnmower,car,0.6767500000000001,48,8,1.0,6
cloze,Cloze Probability,conjunction,transport,lawnmower,chairs,0.03,40,8,0.2,5
cloze,Cloze Probability,conjunction,transport,lawnmower,hammer,0.019,32,8,0.25,4
cloze,Cloze Probability,disjunction,bag,chalk,crayons,0.92775,48,8,1.0,6
cloze,Cloze Probability,disjunction,bag,chalk,headphones,0.16625,40,8,0.2,5
cloze,Cloze Probability,disjunction,bag,chalk,makeup,0.5295,40,8,0.2,5
cloze,Cloze Probability,disjunction,bag,chalk,pen,0.9705,40,8,1.0,5
cloze,Cloze Probability,disjunction,bag,crayons,chalk,0.305,144,8,0.8888888888888888,18
cloze,Cloze Probability,disjunction,bag,crayons,headphones,0.06075,32,8,0.25,4
cloze,Cloze Probability,disjunction,bag,crayons,makeup,0.27925,40,8,0.0,5
cloze,Cloze Probability,disjunction,bag,crayons,pen,0.90025,32,8,1.0,4
cloze,Cloze Probability,disjunction,bag,headphones,chalk,0.8545,40,8,0.4,5
cloze,Cloze Probability,disjunction,bag,headphones,crayons,0.98575,24,8,1.0,3
cloze,Cloze Probability,disjunction,bag,headphones,makeup,0.8447499999999999,152,8,0.21052631578947367,19
cloze,Cloze Probability,disjunction,bag,headphones,pen,0.9955,40,8,1.0,5
cloze,Cloze Probability,disjunction,bag,makeup,chalk,0.55525,16,8,1.0,2
cloze,Cloze Probability,disjunction,bag,makeup,crayons,0.93575,16,8,1.0,2
cloze,Cloze Probability,disjunction,bag,makeup,headphones,0.17099999999999999,32,8,0.0,4
cloze,Cloze Probability,disjunction,bag,makeup,pen,0.9702500000000001,24,8,1.0,3
cloze,Cloze Probability,disjunction,bag,pen,chalk,0.28850000000000003,168,8,0.8571428571428571,21
cloze,Cloze Probability,disjunction,bag,pen,crayons,0.7625000000000001,136,8,0.8823529411764706,17
cloze,Cloze Probability,disjunction,bag,pen,headphones,0.05625,40,8,0.0,5
cloze,Cloze Probability,disjunction,bag,pen,makeup,0.26125,48,8,0.16666666666666666,6
cloze,Cloze Probability,disjunction,bakery,cakes,ice cream,0.40199999999999997,152,8,0.8421052631578947,19
cloze,Cloze Probability,disjunction,bakery,cakes,muffins,0.45325,144,8,0.8888888888888888,18
cloze,Cloze Probability,disjunction,bakery,cakes,pretzels,0.1025,48,8,0.5,6
cloze,Cloze Probability,disjunction,bakery,cakes,sandwiches,0.098,40,8,0.4,5
cloze,Cloze Probability,disjunction,bakery,cakes,water,0.04425,40,8,0.0,5
cloze,Cloze Probability,disjunction,bakery,ice cream,cakes,0.92225,40,8,1.0,5
cloze,Cloze Probability,disjunction,bakery,ice cream,muffins,0.635,136,8,0.5882352941176471,17
cloze,Cloze Probability,disjunction,bakery,ice cream,pretzels,0.18725,16,8,0.5,2
cloze,Cloze Probability,disjunction,bakery,ice cream,sandwiches,0.17475000000000002,32,8,0.25,4
cloze,Cloze Probability,disjunction,bakery,ice cream,water,0.08750000000000001,48,8,0.16666666666666666,6
cloze,Cloze Probability,disjunction,bakery,muffins,cakes,0.9075,40,8,1.0,5
cloze,Cloze Probability,disjunction,bakery,muffins,ice cream,0.553,16,8,1.0,2
cloze,Cloze Probability,disjunction,bakery,muffins,pretzels,0.17024999999999998,40,8,0.4,5
cloze,Cloze Probability,disjunction,bakery,muffins,sandwiches,0.15525,16,8,0.0,2
cloze,Cloze Probability,disjunction,bakery,muffins,water,0.0745,40,8,0.0,5
cloze,Cloze Probability,disjunction,bakery,pretzels,cakes,0.9804999999999999,40,8,1.0,5
cloze,Cloze Probability,disjunction,bakery,pretzels,ice cream,0.85625,40,8,1.0,5
cloze,Cloze Probability,disjunction,bakery,pretzels,muffins,0.8762500000000001,24,8,1.0,3
cloze,Cloze Probability,disjunction,bakery,pretzels,sandwiches,0.46925,40,8,0.4,5
cloze,Cloze Probability,disjunction,bakery,pretzels,water,0.2975,32,8,0.0,4
cloze,Cloze Probability,disjunction,bakery,sandwiches,cakes,0.98,24,8,1.0,3
cloze,Cloze Probability,disjunction,bakery,sandwiches,ice cream,0.8634999999999999,40,8,1.0,5
cloze,Cloze Probability,disjunction,bakery,sandwiches,muffins,0.89075,24,8,0.6666666666666666,3
cloze,Cloze Probability,disjunction,bakery,sandwiches,pretzels,0.54,160,8,0.55,20
cloze,Cloze Probability,disjunction,bakery,sandwiches,water,0.3295,40,8,0.0,5
cloze,Cloze Probability,disjunction,bakery,water,cakes,0.9892500000000001,24,8,0.6666666666666666,3
cloze,Cloze Probability,disjunction,bakery,water,ice cream,0.934,48,8,0.6666666666666666,6
cloze,Cloze Probability,disjunction,bakery,water,muffins,0.94575,48,8,0.5,6
cloze,Cloze Probability,disjunction,bakery,water,pretzels,0.7065,104,8,0.5384615384615384,13
cloze,Cloze Probability,disjunction,bakery,water,sandwiches,0.6755000000000001,168,8,0.42857142857142855,21
cloze,Cloze Probability,disjunction,beach,bikini,coat,0.17700000000000002,24,8,0.3333333333333333,3
cloze,Cloze Probability,disjunction,beach,bikini,jacket,0.4295,32,8,0.25,4
cloze,Cloze Probability,disjunction,beach,bikini,jeans,0.45125,48,8,0.5,6
cloze,Cloze Probability,disjunction,beach,bikini,shorts,0.954,160,8,0.7,20
cloze,Cloze Probability,disjunction,beach,bikini,sunglasses,0.6244999999999999,144,8,0.16666666666666666,18
cloze,Cloze Probability,disjunction,beach,coat,bikini,0.836,48,8,1.0,6
cloze,Cloze Probability,disjunction,beach,coat,jacket,0.7775,88,8,0.5454545454545454,11
cloze,Cloze Probability,disjunction,beach,coat,jeans,0.78825,128,8,0.5,16
cloze,Cloze Probability,disjunction,beach,coat,shorts,0.9879999999999999,40,8,1.0,5
cloze,Cloze Probability,disjunction,beach,coat,sunglasses,0.8770000000000001,24,8,0.0,3
cloze,Cloze Probability,disjunction,beach,jacket,bikini,0.60225,16,8,1.0,2
cloze,Cloze Probability,disjunction,beach,jacket,coat,0.22975,24,8,1.0,3
cloze,Cloze Probability,disjunction,beach,jacket,jeans,0.53175,160,8,0.45,20
cloze,Cloze Probability,disjunction,beach,jacket,shorts,0.96175,40,8,0.6,5
cloze,Cloze Probability,disjunction,beach,jacket,sunglasses,0.69475,32,8,0.5,4
cloze,Cloze Probability,disjunction,beach,jeans,bikini,0.587,40,8,1.0,5
cloze,Cloze Probability,disjunction,beach,jeans,coat,0.221,40,8,0.6,5
cloze,Cloze Probability,disjunction,beach,jeans,jacket,0.4915,48,8,0.0,6
cloze,Cloze Probability,disjunction,beach,jeans,shorts,0.95625,40,8,1.0,5
cloze,Cloze Probability,disjunction,beach,jeans,sunglasses,0.68375,32,8,0.25,4
cloze,Cloze Probability,disjunction,beach,shorts,bikini,0.2205,32,8,0.75,4
cloze,Cloze Probability,disjunction,beach,shorts,coat,0.05325,32,8,0.75,4
cloze,Cloze Probability,disjunction,beach,shorts,jacket,0.1505,32,8,0.25,4
cloze,Cloze Probability,disjunction,beach,shorts,jeans,0.17225,40,8,0.6,5
cloze,Cloze Probability,disjunction,beach,shorts,sunglasses,0.28925,160,8,0.15,20
cloze,Cloze Probability,disjunction,beach,sunglasses,bikini,0.43425,40,8,1.0,5
cloze,Cloze Probability,disjunction,beach,sunglasses,coat,0.138,40,8,0.0,5
cloze,Cloze Probability,disjunction,beach,sunglasses,jacket,0.35025,40,8,0.8,5
cloze,Cloze Probability,disjunction,beach,sunglasses,jeans,0.36525,48,8,0.5,6
cloze,Cloze Probability,disjunction,beach,sunglasses,shorts,0.9359999999999999,32,8,0.5,4
cloze,Cloze Probability,disjunction,cold,blankets,heater,0.495,16,8,1.0,2
cloze,Cloze Probability,disjunction,cold,blankets,sink,0.04725,32,8,0.0,4
cloze,Cloze Probability,disjunction,cold,blankets,tea,0.04775,160,8,0.2,20
cloze,Cloze Probability,disjunction,cold,heater,blankets,0.8035000000000001,144,8,0.8333333333333334,18
cloze,Cloze Probability,disjunction,cold,heater,sink,0.07025,40,8,0.0,5
cloze,Cloze Probability,disjunction,cold,heater,tea,0.079,128,8,0.125,16
cloze,Cloze Probability,disjunction,cold,sink,blankets,0.9765,24,8,0.3333333333333333,3
cloze,Cloze Probability,disjunction,cold,sink,heater,0.946,32,8,1.0,4
cloze,Cloze Probability,disjunction,cold,sink,tea,0.507,40,8,0.0,5
cloze,Cloze Probability,disjunction,cold,tea,blankets,0.98125,40,8,0.6,5
cloze,Cloze Probability,disjunction,cold,tea,heater,0.9415,48,8,0.5,6
cloze,Cloze Probability,disjunction,cold,tea,sink,0.494,32,8,0.0,4
cloze,Cloze Probability,disjunction,cut,batteries,keys,0.68775,48,8,0.16666666666666666,6
cloze,Cloze Probability,disjunction,cut,batteries,nail clippers,0.92275,40,8,0.8,5
cloze,Cloze Probability,disjunction,cut,batteries,scissors,0.9875,40,8,0.8,5
cloze,Cloze Probability,disjunction,cut,batteries,stapler,0.46925,144,8,0.4444444444444444,18
cloze,Cloze Probability,disjunction,cut,batteries,thumb tacks,0.6687500000000001,168,8,0.38095238095238093,21
cloze,Cloze Probability,disjunction,cut,keys,batteries,0.31575,32,8,0.25,4
cloze,Cloze Probability,disjunction,cut,keys,nail clippers,0.859,40,8,0.8,5
cloze,Cloze Probability,disjunction,cut,keys,scissors,0.97675,40,8,1.0,5
cloze,Cloze Probability,disjunction,cut,keys,stapler,0.2875,40,8,0.2,5
cloze,Cloze Probability,disjunction,cut,keys,thumb tacks,0.492,40,8,0.2,5
cloze,Cloze Probability,disjunction,cut,nail clippers,batteries,0.0905,40,8,0.0,5
cloze,Cloze Probability,disjunction,cut,nail clippers,keys,0.1735,128,8,0.3125,16
cloze,Cloze Probability,disjunction,cut,nail clippers,scissors,0.90675,32,8,1.0,4
cloze,Cloze Probability,disjunction,cut,nail clippers,stapler,0.07875,16,8,0.5,2
cloze,Cloze Probability,disjunction,cut,nail clippers,thumb tacks,0.1735,24,8,0.6666666666666666,3
cloze,Cloze Probability,disjunction,cut,scissors,batteries,0.04075,32,8,0.0,4
cloze,Cloze Probability,disjunction,cut,scissors,keys,0.094,160,8,0.15,20
cloze,Cloze Probability,disjunction,cut,scissors,nail clippers,0.37875,88,8,0.6363636363636364,11
cloze,Cloze Probability,disjunction,cut,scissors,stapler,0.03925,48,8,0.16666666666666666,6
cloze,Cloze Probability,disjunction,cut,scissors,thumb tacks,0.08125,32,8,0.0,4
cloze,Cloze Probability,disjunction,cut,stapler,batteries,0.532,40,8,0.0,5
cloze,Cloze Probability,disjunction,cut,stapler,keys,0.7165,40,8,0.2,5
cloze,Cloze Probability,disjunction,cut,stapler,nail clippers,0.93775,48,8,0.6666666666666666,6
cloze,Cloze Probability,disjunction,cut,stapler,scissors,0.98975,32,8,1.0,4
cloze,Cloze Probability,disjunction,cut,stapler,thumb tacks,0.6995,136,8,0.11764705882352941,17
cloze,Cloze Probability,disjunction,cut,thumb tacks,batteries,0.334,32,8,0.0,4
cloze,Cloze Probability,disjunction,cut,thumb tacks,keys,0.51525,24,8,0.3333333333333333,3
cloze,Cloze Probability,disjunction,cut,thumb tacks,nail clippers,0.8560000000000001,40,8,0.6,5
cloze,Cloze Probability,disjunction,cut,thumb tacks,scissors,0.978,40,8,0.8,5
cloze,Cloze Probability,disjunction,cut,thumb tacks,stapler,0.303,40,8,0.0,5
cloze,Cloze Probability,disjunction,fridge,juice,ketchup,0.11399999999999999,48,8,0.3333333333333333,6
cloze,Cloze Probability,disjunction,fridge,juice,meat,0.0,24,8,0.0,3
cloze,Cloze Probability,disjunction,fridge,juice,milk,0.8392499999999999,120,8,1.0,15
cloze,Cloze Probability,disjunction,fridge,juice,water,0.90925,48,8,1.0,6
cloze,Cloze Probability,disjunction,fridge,juice,yogurt,0.08425,40,8,0.0,5
cloze,Cloze Probability,disjunction,fridge,ketchup,juice,0.99325,40,8,1.0,5
cloze,Cloze Probability,disjunction,fridge,ketchup,meat,0.0,32,8,0.0,4
cloze,Cloze Probability,disjunction,fridge,ketchup,milk,0.9894999999999999,40,8,1.0,5
cloze,Cloze Probability,disjunction,fridge,ketchup,water,0.9964999999999999,16,8,1.0,2
cloze,Cloze Probability,disjunction,fridge,ketchup,yogurt,0.431,144,8,0.2222222222222222,18
cloze,Cloze Probability,disjunction,fridge,meat,juice,1.0,40,8,1.0,5
cloze,Cloze Probability,disjunction,fridge,meat,ketchup,1.0,144,8,0.16666666666666666,18
cloze,Cloze Probability,disjunction,fridge,meat,milk,1.0,24,8,0.6666666666666666,3
cloze,Cloze Probability,disjunction,fridge,meat,water,1.0,16,8,1.0,2
cloze,Cloze Probability,disjunction,fridge,meat,yogurt,1.0,128,8,0.625,16
cloze,Cloze Probability,disjunction,fridge,milk,juice,0.91225,40,8,1.0,5
cloze,Cloze Probability,disjunction,fridge,milk,ketchup,0.11725,40,8,0.0,5
cloze,Cloze Probability,disjunction,fridge,milk,meat,0.0,48,8,0.0,6
cloze,Cloze Probability,disjunction,fridge,milk,water,0.92075,48,8,0.8333333333333334,6
cloze,Cloze Probability,disjunction,fridge,milk,yogurt,0.086,40,8,0.2,5
cloze,Cloze Probability,disjunction,fridge,water,juice,0.89175,176,8,1.0,22
cloze,Cloze Probability,disjunction,fridge,water,ketchup,0.11225,32,8,0.0,4
cloze,Cloze Probability,disjunction,fridge,water,meat,0.0,24,8,0.0,3
cloze,Cloze Probability,disjunction,fridge,water,milk,0.8374999999999999,144,8,0.9444444444444444,18
cloze,Cloze Probability,disjunction,fridge,water,yogurt,0.08325,40,8,0.0,5
cloze,Cloze Probability,disjunction,fridge,yogurt,juice,0.9942500000000001,40,8,1.0,5
cloze,Cloze Probability,disjunction,fridge,yogurt,ketchup,0.5805,40,8,0.2,5
cloze,Cloze Probability,disjunction,fridge,yogurt,meat,0.0,40,8,0.4,5
cloze,Cloze Probability,disjunction,fridge,yogurt,milk,0.99125,32,8,0.75,4
cloze,Cloze Probability,disjunction,fridge,yogurt,water,0.99525,16,8,1.0,2
cloze,Cloze Probability,disjunction,gym,basketball,lacrosse,0.42825,120,8,0.9333333333333333,15
cloze,Cloze Probability,disjunction,gym,basketball,meditation,0.0595,16,8,0.0,2
cloze,Cloze Probability,disjunction,gym,basketball,softball,0.337,160,8,0.9,20
cloze,Cloze Probability,disjunction,gym,basketball,swimming,0.29275,40,8,0.4,5
cloze,Cloze Probability,disjunction,gym,lacrosse,basketball,0.87,32,8,1.0,4
cloze,Cloze Probability,disjunction,gym,lacrosse,meditation,0.10675,16,8,0.0,2
cloze,Cloze Probability,disjunction,gym,lacrosse,softball,0.47925,24,8,1.0,3
cloze,Cloze Probability,disjunction,gym,lacrosse,swimming,0.435,24,8,0.3333333333333333,3
cloze,Cloze Probability,disjunction,gym,meditation,basketball,0.97775,32,8,0.75,4
cloze,Cloze Probability,disjunction,gym,meditation,lacrosse,0.9185,32,8,1.0,4
cloze,Cloze Probability,disjunction,gym,meditation,softball,0.88075,32,8,1.0,4
cloze,Cloze Probability,disjunction,gym,meditation,swimming,0.8609999999999999,152,8,0.7894736842105263,19
cloze,Cloze Probability,disjunction,gym,softball,basketball,0.90225,48,8,1.0,6
cloze,Cloze Probability,disjunction,gym,softball,lacrosse,0.65575,152,8,0.9473684210526315,19
cloze,Cloze Probability,disjunction,gym,softball,meditation,0.1375,40,8,0.6,5
cloze,Cloze Probability,disjunction,gym,softball,swimming,0.51325,40,8,0.8,5
cloze,Cloze Probability,disjunction,gym,swimming,basketball,0.9112500000000001,40,8,1.0,5
cloze,Cloze Probability,disjunction,gym,swimming,lacrosse,0.68275,32,8,1.0,4
cloze,Cloze Probability,disjunction,gym,swimming,meditation,0.1505,40,8,0.0,5
cloze,Cloze Probability,disjunction,gym,swimming,softball,0.5795,32,8,0.75,4
cloze,Cloze Probability,disjunction,hot,blankets,couch,0.0,96,8,0.0,12
cloze,Cloze Probability,disjunction,hot,blankets,fan,0.9974999999999999,40,8,0.2,5
cloze,Cloze Probability,disjunction,hot,blankets,heater,0.93325,32,8,0.75,4
cloze,Cloze Probability,disjunction,hot,blankets,pool,0.993,40,8,0.0,5
cloze,Cloze Probability,disjunction,hot,blankets,shower,0.9817499999999999,40,8,0.2,5
cloze,Cloze Probability,disjunction,hot,couch,blankets,1.0,40,8,0.2,5
cloze,Cloze Probability,disjunction,hot,couch,fan,1.0,24,8,0.0,3
cloze,Cloze Probability,disjunction,hot,couch,heater,1.0,24,8,0.0,3
cloze,Cloze Probability,disjunction,hot,couch,pool,1.0,48,8,0.5,6
cloze,Cloze Probability,disjunction,hot,couch,shower,1.0,16,8,1.0,2
cloze,Cloze Probability,disjunction,hot,fan,blankets,0.00425,32,8,0.0,4
cloze,Cloze Probability,disjunction,hot,fan,couch,0.0,32,8,0.0,4
cloze,Cloze Probability,disjunction,hot,fan,heater,0.04125,48,8,0.16666666666666666,6
cloze,Cloze Probability,disjunction,hot,fan,pool,0.29525,160,8,0.55,20
cloze,Cloze Probability,disjunction,hot,fan,shower,0.152,160,8,0.05,20
cloze,Cloze Probability,disjunction,hot,heater,blankets,0.067,104,8,0.23076923076923078,13
cloze,Cloze Probability,disjunction,hot,heater,couch,0.0,160,8,0.0,20
cloze,Cloze Probability,disjunction,hot,heater,fan,0.9789999999999999,40,8,1.0,5
cloze,Cloze Probability,disjunction,hot,heater,pool,0.908,32,8,0.25,4
cloze,Cloze Probability,disjunction,hot,heater,shower,0.8202499999999999,40,8,0.0,5
cloze,Cloze Probability,disjunction,hot,pool,blankets,0.008,40,8,0.4,5
cloze,Cloze Probability,disjunction,hot,pool,couch,0.0,32,8,0.0,4
cloze,Cloze Probability,disjunction,hot,pool,fan,0.8612500000000001,32,8,0.25,4
cloze,Cloze Probability,disjunction,hot,pool,heater,0.09925,32,8,0.0,4
cloze,Cloze Probability,disjunction,hot,pool,shower,0.3445,152,8,0.2631578947368421,19
cloze,Cloze Probability,disjunction,hot,shower,blankets,0.01875,32,8,0.0,4
cloze,Cloze Probability,disjunction,hot,shower,couch,0.0,48,8,0.0,6
cloze,Cloze Probability,disjunction,hot,shower,fan,0.92975,40,8,0.8,5
cloze,Cloze Probability,disjunction,hot,shower,heater,0.18425,48,8,0.3333333333333333,6
cloze,Cloze Probability,disjunction,hot,shower,pool,0.68725,40,8,1.0,5
cloze,Cloze Probability,disjunction,mask,bandana,candy,0.04275,32,8,0.0,4
cloze,Cloze Probability,disjunction,mask,bandana,handkerchief,0.386,104,8,0.6153846153846154,13
cloze,Cloze Probability,disjunction,mask,bandana,napkins,0.245,96,8,0.16666666666666666,12
cloze,Cloze Probability,disjunction,mask,bandana,wallet,0.0,40,8,0.4,5
cloze,Cloze Probability,disjunction,mask,candy,bandana,0.97875,40,8,0.8,5
cloze,Cloze Probability,disjunction,mask,candy,handkerchief,0.9265,48,8,0.6666666666666666,6
cloze,Cloze Probability,disjunction,mask,candy,napkins,0.86575,32,8,0.5,4
cloze,Cloze Probability,disjunction,mask,candy,wallet,0.0,160,8,0.2,20
cloze,Cloze Probability,disjunction,mask,handkerchief,bandana,0.815,24,8,1.0,3
cloze,Cloze Probability,disjunction,mask,handkerchief,candy,0.085,48,8,0.0,6
cloze,Cloze Probability,disjunction,mask,handkerchief,napkins,0.386,160,8,0.3,20
cloze,Cloze Probability,disjunction,mask,handkerchief,wallet,0.0,40,8,0.0,5
cloze,Cloze Probability,disjunction,mask,napkins,bandana,0.875,40,8,1.0,5
cloze,Cloze Probability,disjunction,mask,napkins,candy,0.14150000000000001,40,8,0.2,5
cloze,Cloze Probability,disjunction,mask,napkins,handkerchief,0.67425,40,8,0.6,5
cloze,Cloze Probability,disjunction,mask,napkins,wallet,0.0,32,8,0.0,4
cloze,Cloze Probability,disjunction,mask,wallet,bandana,1.0,40,8,0.8,5
cloze,Cloze Probability,disjunction,mask,wallet,candy,1.0,40,8,0.2,5
cloze,Cloze Probability,disjunction,mask,wallet,handkerchief,1.0,40,8,0.6,5
cloze,Cloze Probability,disjunction,mask,wallet,napkins,1.0,48,8,0.5,6
cloze,Cloze Probability,disjunction,meat,chicken,crab,0.14200000000000002,136,8,0.7647058823529411,17
cloze,Cloze Probability,disjunction,meat,chicken,mushrooms,0.042749999999999996,40,8,0.2,5
cloze,Cloze Probability,disjunction,meat,chicken,tofu,0.099,40,8,0.0,5
cloze,Cloze Probability,disjunction,meat,chicken,turkey,0.33225,168,8,0.9523809523809523,21
cloze,Cloze Probability,disjunction,meat,crab,chicken,0.968,40,8,1.0,5
cloze,Cloze Probability,disjunction,meat,crab,mushrooms,0.1975,24,8,0.0,3
cloze,Cloze Probability,disjunction,meat,crab,tofu,0.41450000000000004,24,8,0.6666666666666666,3
cloze,Cloze Probability,disjunction,meat,crab,turkey,0.75725,40,8,1.0,5
cloze,Cloze Probability,disjunction,meat,mushrooms,chicken,0.99125,48,8,1.0,6
cloze,Cloze Probability,disjunction,meat,mushrooms,crab,0.8105,40,8,1.0,5
cloze,Cloze Probability,disjunction,meat,mushrooms,tofu,0.73525,152,8,0.5263157894736842,19
cloze,Cloze Probability,disjunction,meat,mushrooms,turkey,0.924,48,8,1.0,6
cloze,Cloze Probability,disjunction,meat,tofu,chicken,0.97675,32,8,1.0,4
cloze,Cloze Probability,disjunction,meat,tofu,crab,0.59875,40,8,0.8,5
cloze,Cloze Probability,disjunction,meat,tofu,mushrooms,0.26975000000000005,40,8,0.0,5
cloze,Cloze Probability,disjunction,meat,tofu,turkey,0.8225,40,8,1.0,5
cloze,Cloze Probability,disjunction,meat,turkey,chicken,0.92575,32,8,1.0,4
cloze,Cloze Probability,disjunction,meat,turkey,crab,0.29025,104,8,0.7692307692307693,13
cloze,Cloze Probability,disjunction,meat,turkey,mushrooms,0.08875,32,8,0.0,4
cloze,Cloze Probability,disjunction,meat,turkey,tofu,0.2095,48,8,0.16666666666666666,6
cloze,Cloze Probability,disjunction,restaurant,cake,cocktails,0.982,32,8,1.0,4
cloze,Cloze Probability,disjunction,restaurant,cake,salad,0.41574999999999995,40,8,0.6,5
cloze,Cloze Probability,disjunction,restaurant,cake,soda,0.95275,40,8,0.8,5
cloze,Cloze Probability,disjunction,restaurant,cake,soup,0.626,144,8,0.3888888888888889,18
cloze,Cloze Probability,disjunction,restaurant,cake,vodka,0.9514999999999999,48,8,1.0,6
cloze,Cloze Probability,disjunction,restaurant,cocktails,cake,0.069,40,8,0.6,5
cloze,Cloze Probability,disjunction,restaurant,cocktails,salad,0.04775,32,8,0.0,4
cloze,Cloze Probability,disjunction,restaurant,cocktails,soda,0.58275,152,8,0.42105263157894735,19
cloze,Cloze Probability,disjunction,restaurant,cocktails,soup,0.09425,16,8,0.0,2
cloze,Cloze Probability,disjunction,restaurant,cocktails,vodka,0.60825,112,8,0.5,14
cloze,Cloze Probability,disjunction,restaurant,salad,cake,0.5872499999999999,160,8,0.55,20
cloze,Cloze Probability,disjunction,restaurant,salad,cocktails,0.98925,32,8,0.75,4
cloze,Cloze Probability,disjunction,restaurant,salad,soda,0.9657500000000001,40,8,0.6,5
cloze,Cloze Probability,disjunction,restaurant,salad,soup,0.6910000000000001,160,8,0.7,20
cloze,Cloze Probability,disjunction,restaurant,salad,vodka,0.9685,40,8,1.0,5
cloze,Cloze Probability,disjunction,restaurant,soda,cake,0.08775,24,8,0.0,3
cloze,Cloze Probability,disjunction,restaurant,soda,cocktails,0.8657499999999999,24,8,1.0,3
cloze,Cloze Probability,disjunction,restaurant,soda,salad,0.061750000000000006,40,8,0.0,5
cloze,Cloze Probability,disjunction,restaurant,soda,soup,0.12725,16,8,0.0,2
cloze,Cloze Probability,disjunction,restaurant,soda,vodka,0.689,40,8,1.0,5
cloze,Cloze Probability,disjunction,restaurant,soup,cake,0.37975000000000003,24,8,0.3333333333333333,3
cloze,Cloze Probability,disjunction,restaurant,soup,cocktails,0.97825,48,8,1.0,6
cloze,Cloze Probability,disjunction,restaurant,soup,salad,0.31224999999999997,48,8,0.5,6
cloze,Cloze Probability,disjunction,restaurant,soup,soda,0.9295,48,8,0.8333333333333334,6
cloze,Cloze Probability,disjunction,restaurant,soup,vodka,0.9355,32,8,1.0,4
cloze,Cloze Probability,disjunction,restaurant,vodka,cake,0.08925,40,8,0.0,5
cloze,Cloze Probability,disjunction,restaurant,vodka,cocktails,0.858,24,8,1.0,3
cloze,Cloze Probability,disjunction,restaurant,vodka,salad,0.06175,16,8,0.0,2
cloze,Cloze Probability,disjunction,restaurant,vodka,soda,0.6565,152,8,0.3157894736842105,19
cloze,Cloze Probability,disjunction,restaurant,vodka,soup,0.12275,40,8,0.0,5
cloze,Cloze Probability,disjunction,salad,chips,cigarettes,0.225,48,8,0.16666666666666666,6
cloze,Cloze Probability,disjunction,salad,chips,dressing,0.9422499999999999,40,8,0.4,5
cloze,Cloze Probability,disjunction,salad,chips,lettuce,0.98825,48,8,1.0,6
cloze,Cloze Probability,disjunction,salad,chips,meat,0.652,168,8,0.2857142857142857,21
cloze,Cloze Probability,disjunction,salad,cigarettes,chips,0.77525,128,8,0.4375,16
cloze,Cloze Probability,disjunction,salad,cigarettes,dressing,0.9835,32,8,1.0,4
cloze,Cloze Probability,disjunction,salad,cigarettes,lettuce,0.9955,32,8,0.75,4
cloze,Cloze Probability,disjunction,salad,cigarettes,meat,0.8655,152,8,0.5789473684210527,19
cloze,Cloze Probability,disjunction,salad,dressing,chips,0.08025,16,8,0.0,2
cloze,Cloze Probability,disjunction,salad,dressing,cigarettes,0.019999999999999997,40,8,0.0,5
cloze,Cloze Probability,disjunction,salad,dressing,lettuce,0.8765000000000001,24,8,1.0,3
cloze,Cloze Probability,disjunction,salad,dressing,meat,0.143,24,8,0.3333333333333333,3
cloze,Cloze Probability,disjunction,salad,lettuce,chips,0.0495,16,8,0.0,2
cloze,Cloze Probability,disjunction,salad,lettuce,cigarettes,0.011999999999999999,48,8,0.0,6
cloze,Cloze Probability,disjunction,salad,lettuce,dressing,0.44999999999999996,144,8,0.6111111111111112,18
