sentence_number,sentence,word,cloze_prob
480,"After learning the truth, Daniela was filled with",sarcasm,0.01
480,"After learning the truth, Daniela was filled with",awe,0.01
480,"After learning the truth, Daniela was filled with",upset,0.01
480,"After learning the truth, Daniela was filled with",emotion,0.01
480,"After learning the truth, Daniela was filled with",envy,0.01
481,Tim drove past numerous warning signs without,stopping,0.38
481,Tim drove past numerous warning signs without,noticing,0.14
481,Tim drove past numerous warning signs without,care,0.14
481,Tim drove past numerous warning signs without,heed,0.08
481,Tim drove past numerous warning signs without,looking,0.07
481,Tim drove past numerous warning signs without,slowing,0.04
481,Tim drove past numerous warning signs without,notice,0.03
481,Tim drove past numerous warning signs without,caution,0.02
481,Tim drove past numerous warning signs without,reading,0.02
481,Tim drove past numerous warning signs without,pausing,0.01
481,Tim drove past numerous warning signs without,seeing,0.01
481,Tim drove past numerous warning signs without,blinking,0.01
481,Tim drove past numerous warning signs without,regard,0.01
481,Tim drove past numerous warning signs without,thought,0.01
481,Tim drove past numerous warning signs without,listening,0.01
481,Tim drove past numerous warning signs without,thinking,0.01
481,Tim drove past numerous warning signs without,hesitation,0.01
481,Tim drove past numerous warning signs without,fear,0.01
482,To start the ceremony he struck a,gong,0.27
482,To start the ceremony he struck a,bell,0.23
482,To start the ceremony he struck a,chord,0.13
482,To start the ceremony he struck a,match,0.12
482,To start the ceremony he struck a,drum,0.04
482,To start the ceremony he struck a,glass,0.03
482,To start the ceremony he struck a,cymbal,0.02
482,To start the ceremony he struck a,pose,0.02
482,To start the ceremony he struck a,torch,0.02
482,To start the ceremony he struck a,tone,0.02
482,To start the ceremony he struck a,note,0.02
482,To start the ceremony he struck a,light,0.01
482,To start the ceremony he struck a,cymbol,0.01
482,To start the ceremony he struck a,hammer,0.01
482,To start the ceremony he struck a,nerve,0.01
482,To start the ceremony he struck a,bargain,0.01
482,To start the ceremony he struck a,tune,0.01
482,To start the ceremony he struck a,beat,0.01
483,Hadley felt her grandfather's passing left a great,void,0.49
483,Hadley felt her grandfather's passing left a great,hole,0.3
483,Hadley felt her grandfather's passing left a great,emptiness,0.05
483,Hadley felt her grandfather's passing left a great,legacy,0.03
483,Hadley felt her grandfather's passing left a great,sadness,0.03
483,Hadley felt her grandfather's passing left a great,remorse,0.01
483,Hadley felt her grandfather's passing left a great,plate,0.01
483,Hadley felt her grandfather's passing left a great,hurt,0.01
483,Hadley felt her grandfather's passing left a great,mark,0.01
483,Hadley felt her grandfather's passing left a great,dent,0.01
483,Hadley felt her grandfather's passing left a great,scar,0.01
483,Hadley felt her grandfather's passing left a great,sorrow,0.01
483,Hadley felt her grandfather's passing left a great,burden,0.01
483,Hadley felt her grandfather's passing left a great,impact,0.01
483,Hadley felt her grandfather's passing left a great,absence,0.01
484,"After a long day, Ken just wanted to go",home,0.74
484,"After a long day, Ken just wanted to go",sleep,0.11
484,"After a long day, Ken just wanted to go",drink,0.03
484,"After a long day, Ken just wanted to go",bed,0.02
484,"After a long day, Ken just wanted to go",rest,0.02
484,"After a long day, Ken just wanted to go",away,0.02
484,"After a long day, Ken just wanted to go",swimming,0.01
484,"After a long day, Ken just wanted to go",out,0.01
484,"After a long day, Ken just wanted to go",to bed,0.01
484,"After a long day, Ken just wanted to go",smoke,0.01
484,"After a long day, Ken just wanted to go",relax,0.01
484,"After a long day, Ken just wanted to go",fishing,0.01
485,"After winning the lottery, Cole was excited to be",rich,0.89
485,"After winning the lottery, Cole was excited to be",free,0.02
485,"After winning the lottery, Cole was excited to be",wealthy,0.02
485,"After winning the lottery, Cole was excited to be",here,0.01
485,"After winning the lottery, Cole was excited to be",alone,0.01
485,"After winning the lottery, Cole was excited to be",millionaire,0.01
485,"After winning the lottery, Cole was excited to be",chosen,0.01
485,"After winning the lottery, Cole was excited to be",single,0.01
485,"After winning the lottery, Cole was excited to be",helpful,0.01
486,Spectators at the zoo hoped to see the eagle,fly,0.66
486,Spectators at the zoo hoped to see the eagle,soar,0.15
486,Spectators at the zoo hoped to see the eagle,nest,0.04
486,Spectators at the zoo hoped to see the eagle,land,0.03
486,Spectators at the zoo hoped to see the eagle,chick,0.02
486,Spectators at the zoo hoped to see the eagle,hatch,0.02
486,Spectators at the zoo hoped to see the eagle,feed,0.01
486,Spectators at the zoo hoped to see the eagle,chicks,0.01
486,Spectators at the zoo hoped to see the eagle,baby,0.01
486,Spectators at the zoo hoped to see the eagle,fish,0.01
486,Spectators at the zoo hoped to see the eagle,show,0.01
486,Spectators at the zoo hoped to see the eagle,eat,0.01
486,Spectators at the zoo hoped to see the eagle,babies,0.01
486,Spectators at the zoo hoped to see the eagle,exhibit,0.01
486,Spectators at the zoo hoped to see the eagle,appear,0.01
487,The waitress wiped the table with a damp,cloth,0.76
487,The waitress wiped the table with a damp,rag,0.22
487,The waitress wiped the table with a damp,sponge,0.01
487,The waitress wiped the table with a damp,towel,0.01
488,"As Ben's confidant, Lisa promised she wouldn't",tell,0.81
488,"As Ben's confidant, Lisa promised she wouldn't",leave,0.03
488,"As Ben's confidant, Lisa promised she wouldn't",cry,0.02
488,"As Ben's confidant, Lisa promised she wouldn't",gossip,0.02
488,"As Ben's confidant, Lisa promised she wouldn't",snitch,0.02
488,"As Ben's confidant, Lisa promised she wouldn't",lie,0.02
488,"As Ben's confidant, Lisa promised she wouldn't",talk,0.02
488,"As Ben's confidant, Lisa promised she wouldn't",tell anyone,0.01
488,"As Ben's confidant, Lisa promised she wouldn't",tattle,0.01
488,"As Ben's confidant, Lisa promised she wouldn't",spill,0.01
488,"As Ben's confidant, Lisa promised she wouldn't",cheat,0.01
488,"As Ben's confidant, Lisa promised she wouldn't",speak,0.01
488,"As Ben's confidant, Lisa promised she wouldn't",run,0.01
488,"As Ben's confidant, Lisa promised she wouldn't",waver,0.01
489,The man went to the hospital because of a,pain,0.2
489,The man went to the hospital because of a,stroke,0.06
489,The man went to the hospital because of a,hernia,0.05
489,The man went to the hospital because of a,cut,0.05
489,The man went to the hospital because of a,injury,0.04
489,The man went to the hospital because of a,wound,0.04
489,The man went to the hospital because of a,headache,0.04
489,The man went to the hospital because of a,fall,0.04
489,The man went to the hospital because of a,concussion,0.04
489,The man went to the hospital because of a,fever,0.04
489,The man went to the hospital because of a,rash,0.03
489,The man went to the hospital because of a,tumor,0.03
489,The man went to the hospital because of a,fracture,0.03
489,The man went to the hospital because of a,disease,0.03
489,The man went to the hospital because of a,accident,0.02
489,The man went to the hospital because of a,wreck,0.02
489,The man went to the hospital because of a,cramp,0.02
489,The man went to the hospital because of a,sore,0.02
489,The man went to the hospital because of a,burn,0.02
489,The man went to the hospital because of a,flu,0.01
489,The man went to the hospital because of a,infection,0.01
489,The man went to the hospital because of a,ulcer,0.01
489,The man went to the hospital because of a,pain in his chest,0.01
489,The man went to the hospital because of a,lump,0.01
489,The man went to the hospital because of a,stomach ache,0.01
489,The man went to the hospital because of a,cough,0.01
489,The man went to the hospital because of a,broken foot,0.01
489,The man went to the hospital because of a,seizure,0.01
489,The man went to the hospital because of a,cold,0.01
489,The man went to the hospital because of a,sickness,0.01
489,The man went to the hospital because of a,ache,0.01
489,The man went to the hospital because of a,sprain,0.01
489,The man went to the hospital because of a,boil,0.01
489,The man went to the hospital because of a,illness,0.01
489,The man went to the hospital because of a,cyst,0.01
489,The man went to the hospital because of a,limp,0.01
489,The man went to the hospital because of a,itch,0.01
489,The man went to the hospital because of a,heart attack,0.01
489,The man went to the hospital because of a,complication,0.01
489,The man went to the hospital because of a,gunshot,0.01
489,The man went to the hospital because of a,migraine,0.01
490,The startled swimmer screamed when she saw the shark,fin,0.4
490,The startled swimmer screamed when she saw the shark,approach,0.1
490,The startled swimmer screamed when she saw the shark,swim,0.09
490,The startled swimmer screamed when she saw the shark,coming,0.07
490,The startled swimmer screamed when she saw the shark,nearby,0.06
490,The startled swimmer screamed when she saw the shark,appear,0.05
490,The startled swimmer screamed when she saw the shark,attack,0.04
490,The startled swimmer screamed when she saw the shark,circling,0.03
490,The startled swimmer screamed when she saw the shark,move,0.02
490,The startled swimmer screamed when she saw the shark,lunge,0.02
490,The startled swimmer screamed when she saw the shark,near,0.02
490,The startled swimmer screamed when she saw the shark,bite,0.02
490,The startled swimmer screamed when she saw the shark,breach,0.01
490,The startled swimmer screamed when she saw the shark,jump,0.01
490,The startled swimmer screamed when she saw the shark,emerge,0.01
490,The startled swimmer screamed when she saw the shark,open its mouth,0.01
490,The startled swimmer screamed when she saw the shark,come near,0.01
490,The startled swimmer screamed when she saw the shark,looming,0.01
490,The startled swimmer screamed when she saw the shark,surface,0.01
490,The startled swimmer screamed when she saw the shark,fins,0.01
490,The startled swimmer screamed when she saw the shark,arrive,0.01
490,The startled swimmer screamed when she saw the shark,pass,0.01
490,The startled swimmer screamed when she saw the shark,charge,0.01
491,"While in the city, Amanda didn't feel",safe,0.45
491,"While in the city, Amanda didn't feel",comfortable,0.08
491,"While in the city, Amanda didn't feel",well,0.08
491,"While in the city, Amanda didn't feel",good,0.06
491,"While in the city, Amanda didn't feel",happy,0.05
491,"While in the city, Amanda didn't feel",right,0.04
491,"While in the city, Amanda didn't feel",alone,0.04
491,"While in the city, Amanda didn't feel",welcome,0.04
491,"While in the city, Amanda didn't feel",scared,0.03
491,"While in the city, Amanda didn't feel",lonely,0.02
491,"While in the city, Amanda didn't feel",happiness,0.01
491,"While in the city, Amanda didn't feel",afraid,0.01
491,"While in the city, Amanda didn't feel",nostalgic,0.01
491,"While in the city, Amanda didn't feel",fine,0.01
491,"While in the city, Amanda didn't feel",alright,0.01
491,"While in the city, Amanda didn't feel",different,0.01
491,"While in the city, Amanda didn't feel",best,0.01
491,"While in the city, Amanda didn't feel",noticed,0.01
491,"While in the city, Amanda didn't feel",homesick,0.01
491,"While in the city, Amanda didn't feel",relaxed,0.01
491,"While in the city, Amanda didn't feel",adventurous,0.01
491,"While in the city, Amanda didn't feel",lost,0.01
491,"While in the city, Amanda didn't feel",panicked,0.01
491,"While in the city, Amanda didn't feel",nervous,0.01
492,"After hiking all day, Alice realized her leg had a",cut,0.29
492,"After hiking all day, Alice realized her leg had a",cramp,0.2
492,"After hiking all day, Alice realized her leg had a",bruise,0.17
492,"After hiking all day, Alice realized her leg had a",scratch,0.1
492,"After hiking all day, Alice realized her leg had a",rash,0.05
492,"After hiking all day, Alice realized her leg had a",blister,0.04
492,"After hiking all day, Alice realized her leg had a",bite,0.03
492,"After hiking all day, Alice realized her leg had a",gash,0.02
492,"After hiking all day, Alice realized her leg had a",tick,0.02
492,"After hiking all day, Alice realized her leg had a",knot,0.02
492,"After hiking all day, Alice realized her leg had a",bump,0.02
492,"After hiking all day, Alice realized her leg had a",swelling,0.01
492,"After hiking all day, Alice realized her leg had a",fracture,0.01
492,"After hiking all day, Alice realized her leg had a",welt,0.01
492,"After hiking all day, Alice realized her leg had a",swollen,0.01
492,"After hiking all day, Alice realized her leg had a",wound,0.01
493,"After moving into the apartment, Jen bought a new",couch,0.46
493,"After moving into the apartment, Jen bought a new",sofa,0.15
493,"After moving into the apartment, Jen bought a new",bed,0.08
493,"After moving into the apartment, Jen bought a new",table,0.04
493,"After moving into the apartment, Jen bought a new",toaster,0.04
493,"After moving into the apartment, Jen bought a new",rug,0.04
493,"After moving into the apartment, Jen bought a new",tv,0.03
493,"After moving into the apartment, Jen bought a new",lamp,0.03
493,"After moving into the apartment, Jen bought a new",television,0.02
493,"After moving into the apartment, Jen bought a new",washer,0.02
493,"After moving into the apartment, Jen bought a new",dress,0.01
493,"After moving into the apartment, Jen bought a new",refrigerator,0.01
493,"After moving into the apartment, Jen bought a new",stove,0.01
493,"After moving into the apartment, Jen bought a new",stereo,0.01
493,"After moving into the apartment, Jen bought a new",vacuum,0.01
493,"After moving into the apartment, Jen bought a new",carpet,0.01
493,"After moving into the apartment, Jen bought a new",dresser,0.01
493,"After moving into the apartment, Jen bought a new",oven,0.01
493,"After moving into the apartment, Jen bought a new",dog,0.01
493,"After moving into the apartment, Jen bought a new",fan,0.01
493,"After moving into the apartment, Jen bought a new",wardrobe,0.01
494,"To exercise, one might swim, bike, or",run,0.68
494,"To exercise, one might swim, bike, or",jog,0.18
494,"To exercise, one might swim, bike, or",hike,0.08
494,"To exercise, one might swim, bike, or",walk,0.05
494,"To exercise, one might swim, bike, or",row,0.02
495,The strong winds prevented Jillian from flying her,kite,0.91
495,The strong winds prevented Jillian from flying her,plane,0.06
495,The strong winds prevented Jillian from flying her,drone,0.02
495,The strong winds prevented Jillian from flying her,glider,0.01
496,Ruby often gets emails telling her a package is,delivered,0.24
496,Ruby often gets emails telling her a package is,arriving,0.18
496,Ruby often gets emails telling her a package is,ready,0.12
496,Ruby often gets emails telling her a package is,coming,0.11
496,Ruby often gets emails telling her a package is,late,0.08
496,Ruby often gets emails telling her a package is,shipped,0.07
496,Ruby often gets emails telling her a package is,here,0.05
496,Ruby often gets emails telling her a package is,waiting,0.04
496,Ruby often gets emails telling her a package is,sent,0.03
496,Ruby often gets emails telling her a package is,there,0.02
496,Ruby often gets emails telling her a package is,delayed,0.01
496,Ruby often gets emails telling her a package is,inbound,0.01
496,Ruby often gets emails telling her a package is,outside,0.01
496,Ruby often gets emails telling her a package is,received,0.01
496,Ruby often gets emails telling her a package is,nearby,0.01
496,Ruby often gets emails telling her a package is,missing,0.01
496,Ruby often gets emails telling her a package is,lost,0.01
497,"With dinner, Josephine enjoyed a glass of",wine,0.92
497,"With dinner, Josephine enjoyed a glass of",milk,0.04
497,"With dinner, Josephine enjoyed a glass of",water,0.02
497,"With dinner, Josephine enjoyed a glass of",beer,0.01
497,"With dinner, Josephine enjoyed a glass of",sherry,0.01
498,The basketball player enjoyed meeting the supportive,fans,0.58
498,The basketball player enjoyed meeting the supportive,coach,0.22
498,The basketball player enjoyed meeting the supportive,team,0.06
498,The basketball player enjoyed meeting the supportive,staff,0.03
498,The basketball player enjoyed meeting the supportive,crowd,0.02
498,The basketball player enjoyed meeting the supportive,group,0.02
498,The basketball player enjoyed meeting the supportive,players,0.01
498,The basketball player enjoyed meeting the supportive,cast,0.01
498,The basketball player enjoyed meeting the supportive,coaches,0.01
498,The basketball player enjoyed meeting the supportive,crew,0.01
498,The basketball player enjoyed meeting the supportive,agent,0.01
498,The basketball player enjoyed meeting the supportive,people,0.01
498,The basketball player enjoyed meeting the supportive,spectators,0.01
498,The basketball player enjoyed meeting the supportive,audience,0.01
499,The designer couldn't decide which picture to,use,0.33
499,The designer couldn't decide which picture to,hang,0.24
499,The designer couldn't decide which picture to,choose,0.07
499,The designer couldn't decide which picture to,frame,0.05
499,The designer couldn't decide which picture to,take,0.05
499,The designer couldn't decide which picture to,draw,0.04
499,The designer couldn't decide which picture to,post,0.04
499,The designer couldn't decide which picture to,sell,0.02
499,The designer couldn't decide which picture to,remove,0.02
499,The designer couldn't decide which picture to,display,0.02
499,The designer couldn't decide which picture to,print,0.01
499,The designer couldn't decide which picture to,keep,0.01
499,The designer couldn't decide which picture to,paint,0.01
499,The designer couldn't decide which picture to,buy,0.01
499,The designer couldn't decide which picture to,publish,0.01
499,The designer couldn't decide which picture to,show,0.01
499,The designer couldn't decide which picture to,purchase,0.01
499,The designer couldn't decide which picture to,present,0.01
499,The designer couldn't decide which picture to,select,0.01
499,The designer couldn't decide which picture to,send,0.01
499,The designer couldn't decide which picture to,put,0.01
499,The designer couldn't decide which picture to,pick,0.01
499,The designer couldn't decide which picture to,share,0.01
499,The designer couldn't decide which picture to,save,0.01
500,Swimming was a skill that Mike knew he,had,0.43
500,Swimming was a skill that Mike knew he,mastered,0.14
500,Swimming was a skill that Mike knew he,lacked,0.13
500,Swimming was a skill that Mike knew he,needed,0.12
500,Swimming was a skill that Mike knew he,wanted,0.03
500,Swimming was a skill that Mike knew he,excelled,0.03
500,Swimming was a skill that Mike knew he,loved,0.01
500,Swimming was a skill that Mike knew he,well,0.01
500,Swimming was a skill that Mike knew he,excelled at,0.01
500,Swimming was a skill that Mike knew he,possessed,0.01
500,Swimming was a skill that Mike knew he,aced,0.01
500,Swimming was a skill that Mike knew he,liked,0.01
500,Swimming was a skill that Mike knew he,posessed,0.01
500,Swimming was a skill that Mike knew he,conquered,0.01
500,Swimming was a skill that Mike knew he,accomplished,0.01
500,Swimming was a skill that Mike knew he,appreciated,0.01
500,Swimming was a skill that Mike knew he,knew,0.01
500,Swimming was a skill that Mike knew he,could,0.01
501,Timothy was hesitant when he had to make a,decision,0.4
501,Timothy was hesitant when he had to make a,speech,0.21
501,Timothy was hesitant when he had to make a,choice,0.14
501,Timothy was hesitant when he had to make a,call,0.04
501,Timothy was hesitant when he had to make a,presentation,0.03
501,Timothy was hesitant when he had to make a,cake,0.03
501,Timothy was hesitant when he had to make a,move,0.03
501,Timothy was hesitant when he had to make a,deal,0.02
501,Timothy was hesitant when he had to make a,change,0.02
501,Timothy was hesitant when he had to make a,plan,0.02
501,Timothy was hesitant when he had to make a,sculpture,0.01
501,Timothy was hesitant when he had to make a,bet,0.01
501,Timothy was hesitant when he had to make a,turn,0.01
501,Timothy was hesitant when he had to make a,bench,0.01
501,Timothy was hesitant when he had to make a,date,0.01
501,Timothy was hesitant when he had to make a,pie,0.01
501,Timothy was hesitant when he had to make a,guess,0.01
502,The man trembled at the thought of a,spider,0.11
502,The man trembled at the thought of a,fight,0.11
502,The man trembled at the thought of a,speech,0.06
502,The man trembled at the thought of a,storm,0.04
502,The man trembled at the thought of a,date,0.04
502,The man trembled at the thought of a,war,0.03
502,The man trembled at the thought of a,snake,0.03
502,The man trembled at the thought of a,bear,0.03
502,The man trembled at the thought of a,failure,0.02
502,The man trembled at the thought of a,disaster,0.02
502,The man trembled at the thought of a,fire,0.02
502,The man trembled at the thought of a,decision,0.02
502,The man trembled at the thought of a,audit,0.02
502,The man trembled at the thought of a,loss,0.02
502,The man trembled at the thought of a,confrontation,0.02
502,The man trembled at the thought of a,murder,0.02
502,The man trembled at the thought of a,divorce,0.02
502,The man trembled at the thought of a,ghost,0.02
502,The man trembled at the thought of a,infection,0.01
502,The man trembled at the thought of a,dream,0.01
502,The man trembled at the thought of a,wife,0.01
502,The man trembled at the thought of a,tie,0.01
502,The man trembled at the thought of a,pain,0.01
502,The man trembled at the thought of a,monster,0.01
502,The man trembled at the thought of a,shark,0.01
502,The man trembled at the thought of a,game,0.01
502,The man trembled at the thought of a,killer,0.01
502,The man trembled at the thought of a,fine,0.01
502,The man trembled at the thought of a,disease,0.01
502,The man trembled at the thought of a,marriage,0.01
502,The man trembled at the thought of a,surgery,0.01
502,The man trembled at the thought of a,vasectomy,0.01
502,The man trembled at the thought of a,dentist,0.01
502,The man trembled at the thought of a,wedding,0.01
502,The man trembled at the thought of a,losing,0.01
502,The man trembled at the thought of a,forclosure,0.01
502,The man trembled at the thought of a,hurricane,0.01
502,The man trembled at the thought of a,wreck,0.01
502,The man trembled at the thought of a,fear,0.01
502,The man trembled at the thought of a,tornado,0.01
502,The man trembled at the thought of a,woman,0.01
502,The man trembled at the thought of a,accident,0.01
502,The man trembled at the thought of a,dying,0.01
502,The man trembled at the thought of a,needle,0.01
502,The man trembled at the thought of a,tragedy,0.01
502,The man trembled at the thought of a,mistake,0.01
502,The man trembled at the thought of a,problem,0.01
502,The man trembled at the thought of a,trial,0.01
502,The man trembled at the thought of a,test,0.01
502,The man trembled at the thought of a,robbery,0.01
502,The man trembled at the thought of a,mouse,0.01
502,The man trembled at the thought of a,seance,0.01
502,The man trembled at the thought of a,job,0.01
502,The man trembled at the thought of a,shot,0.01
502,The man trembled at the thought of a,jumping,0.01
502,The man trembled at the thought of a,volcano,0.01
503,Finishing that whole bag of candy was quite a,feat,0.5
503,Finishing that whole bag of candy was quite a,chore,0.15
503,Finishing that whole bag of candy was quite a,task,0.11
503,Finishing that whole bag of candy was quite a,challenge,0.06
503,Finishing that whole bag of candy was quite a,mistake,0.06
503,Finishing that whole bag of candy was quite a,treat,0.05
503,Finishing that whole bag of candy was quite a,delight,0.02
503,Finishing that whole bag of candy was quite a,joy,0.02
503,Finishing that whole bag of candy was quite a,fun,0.01
503,Finishing that whole bag of candy was quite a,surprise,0.01
503,Finishing that whole bag of candy was quite a,waste,0.01
504,The small flame made the burgers difficult to,cook,0.7
504,The small flame made the burgers difficult to,grill,0.08
504,The small flame made the burgers difficult to,see,0.05
504,The small flame made the burgers difficult to,flip,0.05
504,The small flame made the burgers difficult to,turn,0.04
504,The small flame made the burgers difficult to,heat,0.03
504,The small flame made the burgers difficult to,eat,0.02
504,The small flame made the burgers difficult to,burn,0.01
504,The small flame made the burgers difficult to,brown,0.01
504,The small flame made the burgers difficult to,sear,0.01
504,The small flame made the burgers difficult to,control,0.01
505,When he fled the stage the crowd began to,boo,0.53
505,When he fled the stage the crowd began to,cheer,0.24
505,When he fled the stage the crowd began to,jeer,0.05
505,When he fled the stage the crowd began to,scream,0.04
505,When he fled the stage the crowd began to,chant,0.03
505,When he fled the stage the crowd began to,roar,0.02
505,When he fled the stage the crowd began to,riot,0.02
505,When he fled the stage the crowd began to,laugh,0.02
505,When he fled the stage the crowd began to,move,0.01
505,When he fled the stage the crowd began to,disperse,0.01
505,When he fled the stage the crowd began to,charge,0.01
505,When he fled the stage the crowd began to,yell,0.01
505,When he fled the stage the crowd began to,run,0.01
505,When he fled the stage the crowd began to,follow,0.01
506,The angry chicken gave the farmer a sharp,peck,0.83
506,The angry chicken gave the farmer a sharp,bite,0.07
506,The angry chicken gave the farmer a sharp,look,0.03
506,The angry chicken gave the farmer a sharp,scream,0.01
506,The angry chicken gave the farmer a sharp,pinch,0.01
506,The angry chicken gave the farmer a sharp,squawk,0.01
506,The angry chicken gave the farmer a sharp,jab,0.01
506,The angry chicken gave the farmer a sharp,claw,0.01
506,The angry chicken gave the farmer a sharp,poke,0.01
506,The angry chicken gave the farmer a sharp,nip,0.01
506,The angry chicken gave the farmer a sharp,slap,0.01
507,Sarah won't swim if the water is too,cold,0.72
507,Sarah won't swim if the water is too,deep,0.18
507,Sarah won't swim if the water is too,shallow,0.02
507,Sarah won't swim if the water is too,rough,0.02
507,Sarah won't swim if the water is too,hot,0.01
507,Sarah won't swim if the water is too,dirty,0.01
507,Sarah won't swim if the water is too,cool,0.01
507,Sarah won't swim if the water is too,choppy,0.01
507,Sarah won't swim if the water is too,warm,0.01
507,Sarah won't swim if the water is too,dark,0.01
508,The kids ran through the sprinklers on the front,lawn,0.89
508,The kids ran through the sprinklers on the front,yard,0.1
508,The kids ran through the sprinklers on the front,house,0.01
509,Ryan watched the earthworm wiggle and,squirm,0.56
509,Ryan watched the earthworm wiggle and,move,0.1
509,Ryan watched the earthworm wiggle and,crawl,0.09
509,Ryan watched the earthworm wiggle and,writhe,0.08
509,Ryan watched the earthworm wiggle and,slither,0.05
509,Ryan watched the earthworm wiggle and,dig,0.03
509,Ryan watched the earthworm wiggle and,burrow,0.01
509,Ryan watched the earthworm wiggle and,run,0.01
509,Ryan watched the earthworm wiggle and,struggle,0.01
509,Ryan watched the earthworm wiggle and,twist,0.01
509,Ryan watched the earthworm wiggle and,shake,0.01
509,Ryan watched the earthworm wiggle and,scoot,0.01
509,Ryan watched the earthworm wiggle and,die,0.01
509,Ryan watched the earthworm wiggle and,dangle,0.01
509,Ryan watched the earthworm wiggle and,roll,0.01
509,Ryan watched the earthworm wiggle and,wriggle,0.01
510,"At the furniture store, the customer bought a pricey",couch,0.24
510,"At the furniture store, the customer bought a pricey",sofa,0.16
510,"At the furniture store, the customer bought a pricey",table,0.15
510,"At the furniture store, the customer bought a pricey",chair,0.12
510,"At the furniture store, the customer bought a pricey",lamp,0.07
510,"At the furniture store, the customer bought a pricey",bed,0.07
510,"At the furniture store, the customer bought a pricey",recliner,0.04
510,"At the furniture store, the customer bought a pricey",desk,0.03
510,"At the furniture store, the customer bought a pricey",dresser,0.02
510,"At the furniture store, the customer bought a pricey",vase,0.01
510,"At the furniture store, the customer bought a pricey",ottoman,0.01
510,"At the furniture store, the customer bought a pricey",amulet,0.01
510,"At the furniture store, the customer bought a pricey",mattress,0.01
510,"At the furniture store, the customer bought a pricey",buffet,0.01
510,"At the furniture store, the customer bought a pricey",sectional,0.01
510,"At the furniture store, the customer bought a pricey",painting,0.01
510,"At the furniture store, the customer bought a pricey",armchair,0.01
510,"At the furniture store, the customer bought a pricey",endtable,0.01
510,"At the furniture store, the customer bought a pricey",futon,0.01
510,"At the furniture store, the customer bought a pricey",loveseat,0.01
511,"Every weekend, Sue's parents made her go to",church,0.77
511,"Every weekend, Sue's parents made her go to",work,0.06
511,"Every weekend, Sue's parents made her go to",camp,0.05
511,"Every weekend, Sue's parents made her go to",dinner,0.02
511,"Every weekend, Sue's parents made her go to",practice,0.02
511,"Every weekend, Sue's parents made her go to",class,0.01
511,"Every weekend, Sue's parents made her go to",store,0.01
511,"Every weekend, Sue's parents made her go to",mass,0.01
511,"Every weekend, Sue's parents made her go to",biking,0.01
511,"Every weekend, Sue's parents made her go to",market,0.01
511,"Every weekend, Sue's parents made her go to",bed,0.01
511,"Every weekend, Sue's parents made her go to",visit,0.01
511,"Every weekend, Sue's parents made her go to",rehearsal,0.01
511,"Every weekend, Sue's parents made her go to",temple,0.01
512,"At the nearby pond, Jeremy threw bread for a",duck,0.87
512,"At the nearby pond, Jeremy threw bread for a",bird,0.04
512,"At the nearby pond, Jeremy threw bread for a",swan,0.02
512,"At the nearby pond, Jeremy threw bread for a",pigeon,0.02
512,"At the nearby pond, Jeremy threw bread for a",goose,0.02
512,"At the nearby pond, Jeremy threw bread for a",birds,0.01
512,"At the nearby pond, Jeremy threw bread for a",while,0.01
512,"At the nearby pond, Jeremy threw bread for a",fish,0.01
512,"At the nearby pond, Jeremy threw bread for a",geese,0.01
513,The lightning struck and the whole building,shook,0.7
513,The lightning struck and the whole building,burned,0.08
513,The lightning struck and the whole building,exploded,0.03
513,The lightning struck and the whole building,flashed,0.03
513,The lightning struck and the whole building,darkened,0.02
513,The lightning struck and the whole building,fast,0.01
513,The lightning struck and the whole building,went up in flames,0.01
513,The lightning struck and the whole building,fell,0.01
513,The lightning struck and the whole building,watched,0.01
513,The lightning struck and the whole building,rattled,0.01
513,The lightning struck and the whole building,vibrated,0.01
513,The lightning struck and the whole building,blazed,0.01
513,The lightning struck and the whole building,inflamed,0.01
513,The lightning struck and the whole building,ignited,0.01
513,The lightning struck and the whole building,lit,0.01
513,The lightning struck and the whole building,moved,0.01
513,The lightning struck and the whole building,shuddered,0.01
513,The lightning struck and the whole building,flickered,0.01
513,The lightning struck and the whole building,went black,0.01
513,The lightning struck and the whole building,trembled,0.01
513,The lightning struck and the whole building,noticed,0.01
514,A good combination of flavors can be sweet and,sour,0.51
514,A good combination of flavors can be sweet and,salty,0.27
514,A good combination of flavors can be sweet and,savory,0.11
514,A good combination of flavors can be sweet and,tangy,0.05
514,A good combination of flavors can be sweet and,spicy,0.03
514,A good combination of flavors can be sweet and,tart,0.02
514,A good combination of flavors can be sweet and,succulent,0.01
515,The little girl was so embarrassed by her loud,fart,0.23
515,The little girl was so embarrassed by her loud,burp,0.19
515,The little girl was so embarrassed by her loud,mother,0.11
515,The little girl was so embarrassed by her loud,laugh,0.06
515,The little girl was so embarrassed by her loud,parents,0.06
515,The little girl was so embarrassed by her loud,sneeze,0.06
515,The little girl was so embarrassed by her loud,voice,0.05
515,The little girl was so embarrassed by her loud,brother,0.04
515,The little girl was so embarrassed by her loud,shoes,0.03
515,The little girl was so embarrassed by her loud,mom,0.03
515,The little girl was so embarrassed by her loud,father,0.03
515,The little girl was so embarrassed by her loud,belch,0.02
515,The little girl was so embarrassed by her loud,scream,0.02
515,The little girl was so embarrassed by her loud,hiccup,0.02
515,The little girl was so embarrassed by her loud,noise,0.01
515,The little girl was so embarrassed by her loud,shouting,0.01
