"id","story","trigger","trigger_relevance","query","query_relevance","response","neg","set","scale","region","set_model","ordering_model","conjunction_model","disjunction_model"
"A1J6LV7NWDKV9N","mask","candy",5,"gloves",3,0,0,"outside","above","D",0,-1,0,-1
"A1J6LV7NWDKV9N","meat","rice",5,"mushrooms",4,0,0,"outside","above","D",0,-1,0,-1
"A38IZLCH8VYVFK","fridge","meat",5,"yogurt",3,-1,1,"outside","above","D",0,-1,0,-1
"A38IZLCH8VYVFK","bag","headphones",5,"cash",4,0,0,"outside","above","D",0,-1,0,-1
"A38IZLCH8VYVFK","mall","a gift shop",4,"a grocery store",3,-1,1,"outside","above","D",0,-1,0,-1
"A38IZLCH8VYVFK","bakery","water",5,"pretzels",3,-1,1,"outside","above","D",0,-1,0,-1
"A38IZLCH8VYVFK","salad","dressing",1,"tuna",2,0,0,"inside","below","A",-1,0,0,-1
"A38IZLCH8VYVFK","restaurant","cocktails",0,"vodka",1,-1,1,"inside","below","A",-1,0,0,-1
"A38IZLCH8VYVFK","gym","basketball",0,"lacrosse",2,-1,1,"inside","below","A",-1,0,0,-1
"A38IZLCH8VYVFK","science","geology",1,"zoology",2,-1,1,"inside","below","A",-1,0,0,-1
"A38IZLCH8VYVFK","throw","a lawnmower",5,"a beach ball",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A38IZLCH8VYVFK","beach","a jacket",4,"a bikini",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A38IZLCH8VYVFK","hot","a couch",3,"a shower",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A38IZLCH8VYVFK","cold","blankets",1,"a heater",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A38IZLCH8VYVFK","transport","roller blades",2,"chairs",4,0,0,"outside","below","C",0,0,0,0
"A38IZLCH8VYVFK","cut","nail clippers",1,"a stapler",4,0,0,"outside","below","C",0,0,0,0
"A38IZLCH8VYVFK","mask","a bandana",0,"gloves",3,0,0,"outside","below","C",0,0,0,0
"A38IZLCH8VYVFK","meat","chicken",0,"rice",5,0,0,"outside","below","C",0,0,0,0
"A2I4PRZ9IZMKON","fridge","water",0,"juice",1,-1,1,"inside","below","A",-1,0,0,-1
"A2I4PRZ9IZMKON","bag","a pen",0,"chalk",2,-1,1,"inside","below","A",-1,0,0,-1
"A2I4PRZ9IZMKON","mall","an electronics store",5,"a burger joint",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A2I4PRZ9IZMKON","bakery","pretzels",3,"ice cream",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A2I4PRZ9IZMKON","salad","tuna",2,"lettuce",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A2I4PRZ9IZMKON","restaurant","soda",2,"vodka",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A2I4PRZ9IZMKON","gym","basketball",0,"weightlifting",4,-1,1,"outside","below","C",0,0,0,0
"A2I4PRZ9IZMKON","science","geology",1,"art",5,-1,1,"outside","below","C",0,0,0,0
"A2I4PRZ9IZMKON","throw","a shovel",4,"a lawnmower",5,0,0,"outside","below","C",0,0,0,0
"A2I4PRZ9IZMKON","beach","jeans",3,"a coat",5,-1,1,"outside","below","C",0,0,0,0
"A2I4PRZ9IZMKON","hot","a heater",5,"a couch",3,0,0,"outside","above","D",0,-1,0,-1
"A2I4PRZ9IZMKON","cold","a fridge",5,"a sink",4,-1,1,"outside","above","D",0,-1,0,-1
"A2I4PRZ9IZMKON","transport","chairs",4,"a lawnmower",3,0,0,"outside","above","D",0,-1,0,-1
"A2I4PRZ9IZMKON","cut","batteries",5,"thumb tacks",3,0,0,"outside","above","D",0,-1,0,-1
"A2I4PRZ9IZMKON","mask","a handkerchief",1,"napkins",2,0,0,"inside","below","A",-1,0,0,-1
"A2I4PRZ9IZMKON","meat","chicken",0,"turkey",1,-1,1,"inside","below","A",-1,0,0,-1
"A14YQGOZX4KRMA","fridge","yogurt",3,"ketchup",4,0,0,"outside","below","C",0,0,0,0
"A14YQGOZX4KRMA","bag","chalk",2,"makeup",3,0,0,"outside","below","C",0,0,0,0
"A14YQGOZX4KRMA","mall","a coffee shop",2,"an electronics store",5,0,0,"outside","below","C",0,0,0,0
"A14YQGOZX4KRMA","bakery","sandwiches",4,"pretzels",3,0,0,"outside","above","D",0,-1,0,-1
"A14YQGOZX4KRMA","salad","cigarettes",5,"meat",3,-1,1,"outside","above","D",0,-1,0,-1
"A14YQGOZX4KRMA","restaurant","salad",5,"cake",4,0,0,"outside","above","D",0,-1,0,-1
"A14YQGOZX4KRMA","gym","weightlifting",4,"swimming",3,-1,1,"outside","above","D",0,-1,0,-1
"A14YQGOZX4KRMA","science","physics",0,"zoology",2,0,0,"inside","below","A",-1,0,0,-1
"A14YQGOZX4KRMA","throw","a beach ball",1,"a boomerang",2,0,0,"inside","below","A",-1,0,0,-1
"A14YQGOZX4KRMA","beach","a bikini",0,"shorts",1,0,0,"inside","below","A",-1,0,0,-1
"A14YQGOZX4KRMA","hot","a fan",0,"a shower",2,0,0,"inside","below","A",-1,0,0,-1
"A14YQGOZX4KRMA","cold","a fridge",5,"a heater",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A14YQGOZX4KRMA","transport","a lawnmower",3,"a motorcycle",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A14YQGOZX4KRMA","cut","keys",2,"scissors",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A14YQGOZX4KRMA","mask","napkins",2,"a handkerchief",1,0,0,"inside","above","B",-1,-1,-1,-1
"A14YQGOZX4KRMA","meat","chicken",0,"mushrooms",4,0,0,"outside","below","C",0,0,0,0
"A28674MVBV4RTR","fridge","water",0,"milk",2,-1,1,"inside","below","A",-1,0,0,-1
"A28674MVBV4RTR","bag","headphones",5,"a pen",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A28674MVBV4RTR","mall","a grocery store",3,"a pretzel stand",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A28674MVBV4RTR","bakery","muffins",2,"cakes",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A28674MVBV4RTR","salad","tuna",2,"dressing",1,0,0,"inside","above","B",-1,-1,-1,-1
"A28674MVBV4RTR","restaurant","cocktails",0,"cake",4,0,0,"outside","below","C",0,0,0,0
"A28674MVBV4RTR","gym","softball",1,"meditation",5,-1,1,"outside","below","C",0,0,0,0
"A28674MVBV4RTR","science","philosophy",4,"art",5,-1,1,"outside","below","C",0,0,0,0
"A28674MVBV4RTR","throw","tires",3,"a lawnmower",5,-1,1,"outside","below","C",0,0,0,0
"A28674MVBV4RTR","beach","a coat",5,"jeans",3,0,0,"outside","above","D",0,-1,0,-1
"A28674MVBV4RTR","hot","a heater",5,"blankets",4,0,0,"outside","above","D",0,-1,0,-1
"A28674MVBV4RTR","cold","a sink",4,"a microwave",3,-1,1,"outside","above","D",0,-1,0,-1
"A28674MVBV4RTR","transport","a hammer",5,"a lawnmower",3,0,0,"outside","above","D",0,-1,0,-1
"A28674MVBV4RTR","cut","nail clippers",1,"keys",2,0,0,"inside","below","A",-1,0,0,-1
"A28674MVBV4RTR","mask","a bandana",0,"a handkerchief",1,0,0,"inside","below","A",-1,0,0,-1
"A28674MVBV4RTR","meat","chicken",0,"crab",2,0,0,"inside","below","A",-1,0,0,-1
"A3UQ5DF8VVD975","fridge","juice",1,"milk",2,-1,1,"inside","below","A",-1,0,0,-1
"A3UQ5DF8VVD975","bag","a pen",0,"crayons",1,-1,1,"inside","below","A",-1,0,0,-1
"A3UQ5DF8VVD975","mall","a burger joint",0,"a coffee shop",2,-1,1,"inside","below","A",-1,0,0,-1
"A3UQ5DF8VVD975","bakery","ice cream",1,"muffins",2,-1,1,"inside","below","A",-1,0,0,-1
"A3UQ5DF8VVD975","salad","cigarettes",5,"dressing",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A3UQ5DF8VVD975","restaurant","cake",4,"cocktails",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A3UQ5DF8VVD975","gym","swimming",3,"lacrosse",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A3UQ5DF8VVD975","science","geology",1,"physics",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A3UQ5DF8VVD975","throw","a boomerang",2,"a shovel",4,0,0,"outside","below","C",0,0,0,0
"A3UQ5DF8VVD975","beach","shorts",1,"a jacket",4,0,0,"outside","below","C",0,0,0,0
"A3UQ5DF8VVD975","hot","a fan",0,"a couch",3,0,0,"outside","below","C",0,0,0,0
"A3UQ5DF8VVD975","cold","a heater",0,"a fridge",5,0,0,"outside","below","C",0,0,0,0
"A3UQ5DF8VVD975","transport","a hammer",5,"chairs",4,0,0,"outside","above","D",0,-1,0,-1
"A3UQ5DF8VVD975","cut","a stapler",4,"thumb tacks",3,0,0,"outside","above","D",0,-1,0,-1
"A3UQ5DF8VVD975","mask","candy",5,"gloves",3,0,0,"outside","above","D",0,-1,0,-1
"A3UQ5DF8VVD975","meat","rice",5,"mushrooms",4,0,0,"outside","above","D",0,-1,0,-1
"AX7WITN5DWW6U","fridge","meat",5,"juice",1,-1,1,"inside","above","B",-1,-1,-1,-1
"AX7WITN5DWW6U","bag","cash",4,"a pen",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AX7WITN5DWW6U","mall","a grocery store",3,"a coffee shop",2,-1,1,"inside","above","B",-1,-1,-1,-1
"AX7WITN5DWW6U","bakery","ice cream",1,"cakes",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AX7WITN5DWW6U","salad","tuna",2,"chips",4,0,0,"outside","below","C",0,0,0,0
"AX7WITN5DWW6U","restaurant","vodka",1,"cake",4,0,0,"outside","below","C",0,0,0,0
"AX7WITN5DWW6U","gym","basketball",0,"swimming",3,0,0,"outside","below","C",0,0,0,0
"AX7WITN5DWW6U","science","physics",0,"art",5,-1,1,"outside","below","C",0,0,0,0
"AX7WITN5DWW6U","throw","a lawnmower",5,"a shovel",4,0,0,"outside","above","D",0,-1,0,-1
"AX7WITN5DWW6U","beach","a jacket",4,"jeans",3,0,0,"outside","above","D",0,-1,0,-1
"AX7WITN5DWW6U","hot","a heater",5,"a couch",3,0,0,"outside","above","D",0,-1,0,-1
"AX7WITN5DWW6U","cold","a fridge",5,"a sink",4,0,0,"outside","above","D",0,-1,0,-1
"AX7WITN5DWW6U","transport","a car",0,"a motorcycle",1,-1,1,"inside","below","A",-1,0,0,-1
"AX7WITN5DWW6U","cut","scissors",0,"keys",2,0,0,"inside","below","A",-1,0,0,-1
"AX7WITN5DWW6U","mask","a handkerchief",1,"napkins",2,0,0,"inside","below","A",-1,0,0,-1
"AX7WITN5DWW6U","meat","chicken",0,"turkey",1,-1,1,"inside","below","A",-1,0,0,-1
"A3RQN5RZD1N2KP","fridge","meat",5,"yogurt",3,-1,1,"outside","above","D",0,-1,0,-1
"A3RQN5RZD1N2KP","bag","crayons",1,"chalk",2,-1,1,"inside","below","A",-1,0,0,-1
"A3RQN5RZD1N2KP","mall","a burger joint",0,"a pretzel stand",1,-1,1,"inside","below","A",-1,0,0,-1
"A3RQN5RZD1N2KP","bakery","cakes",0,"muffins",2,-1,1,"inside","below","A",-1,0,0,-1
"A3RQN5RZD1N2KP","salad","dressing",1,"tuna",2,-1,1,"inside","below","A",-1,0,0,-1
"A3RQN5RZD1N2KP","restaurant","salad",5,"vodka",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A3RQN5RZD1N2KP","gym","weightlifting",4,"basketball",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A3RQN5RZD1N2KP","science","math",3,"zoology",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A3RQN5RZD1N2KP","throw","a beach ball",1,"a football",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A3RQN5RZD1N2KP","beach","sunglasses",2,"a jacket",4,-1,1,"outside","below","C",0,0,0,0
"A3RQN5RZD1N2KP","hot","a pool",1,"blankets",4,0,0,"outside","below","C",0,0,0,0
"A3RQN5RZD1N2KP","cold","a heater",0,"a microwave",3,0,0,"outside","below","C",0,0,0,0
"A3RQN5RZD1N2KP","transport","a car",0,"a hammer",5,-1,1,"outside","below","C",0,0,0,0
"A3RQN5RZD1N2KP","cut","batteries",5,"a stapler",4,-1,1,"outside","above","D",0,-1,0,-1
"A3RQN5RZD1N2KP","mask","a wallet",4,"gloves",3,-1,1,"outside","above","D",0,-1,0,-1
"A3RQN5RZD1N2KP","meat","rice",5,"tofu",3,-1,1,"outside","above","D",0,-1,0,-1
"A2Y1XQ4UD5VAYH","fridge","meat",5,"yogurt",3,-1,1,"outside","above","D",0,-1,0,-1
"A2Y1XQ4UD5VAYH","bag","headphones",5,"cash",4,0,0,"outside","above","D",0,-1,0,-1
"A2Y1XQ4UD5VAYH","mall","a burger joint",0,"a pretzel stand",1,0,0,"inside","below","A",-1,0,0,-1
"A2Y1XQ4UD5VAYH","bakery","cakes",0,"muffins",2,-1,1,"inside","below","A",-1,0,0,-1
"A2Y1XQ4UD5VAYH","salad","dressing",1,"tuna",2,-1,1,"inside","below","A",-1,0,0,-1
"A2Y1XQ4UD5VAYH","restaurant","cocktails",0,"vodka",1,0,0,"inside","below","A",-1,0,0,-1
"A2Y1XQ4UD5VAYH","gym","meditation",5,"lacrosse",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A2Y1XQ4UD5VAYH","science","math",3,"physics",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A2Y1XQ4UD5VAYH","throw","a shovel",4,"a beach ball",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A2Y1XQ4UD5VAYH","beach","a jacket",4,"sunglasses",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A2Y1XQ4UD5VAYH","hot","a pool",1,"a couch",3,0,0,"outside","below","C",0,0,0,0
"A2Y1XQ4UD5VAYH","cold","a microwave",3,"a sink",4,0,0,"outside","below","C",0,0,0,0
"A2Y1XQ4UD5VAYH","transport","roller blades",2,"a lawnmower",3,0,0,"outside","below","C",0,0,0,0
"A2Y1XQ4UD5VAYH","cut","keys",2,"batteries",5,0,0,"outside","below","C",0,0,0,0
"A2Y1XQ4UD5VAYH","mask","a wallet",4,"gloves",3,-1,1,"outside","above","D",0,-1,0,-1
"A2Y1XQ4UD5VAYH","meat","rice",5,"tofu",3,0,0,"outside","above","D",0,-1,0,-1
"A1AIMKA54UBYIQ","fridge","juice",1,"milk",2,-1,1,"inside","below","A",-1,0,0,-1
"A1AIMKA54UBYIQ","bag","a pen",0,"crayons",1,0,0,"inside","below","A",-1,0,0,-1
"A1AIMKA54UBYIQ","mall","an electronics store",5,"a coffee shop",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A1AIMKA54UBYIQ","bakery","pretzels",3,"cakes",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A1AIMKA54UBYIQ","salad","chips",4,"dressing",1,0,0,"inside","above","B",-1,-1,-1,-1
"A1AIMKA54UBYIQ","restaurant","cake",4,"soda",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A1AIMKA54UBYIQ","gym","softball",1,"swimming",3,-1,1,"outside","below","C",0,0,0,0
"A1AIMKA54UBYIQ","science","math",3,"philosophy",4,-1,1,"outside","below","C",0,0,0,0
"A1AIMKA54UBYIQ","throw","a boomerang",2,"tires",3,0,0,"outside","below","C",0,0,0,0
"A1AIMKA54UBYIQ","beach","sunglasses",2,"a coat",5,0,0,"outside","below","C",0,0,0,0
"A1AIMKA54UBYIQ","hot","blankets",4,"a couch",3,0,0,"outside","above","D",0,-1,0,-1
"A1AIMKA54UBYIQ","cold","a fridge",5,"a microwave",3,-1,1,"outside","above","D",0,-1,0,-1
"A1AIMKA54UBYIQ","transport","a hammer",5,"chairs",4,0,0,"outside","above","D",0,-1,0,-1
"A1AIMKA54UBYIQ","cut","a stapler",4,"thumb tacks",3,-1,1,"outside","above","D",0,-1,0,-1
"A1AIMKA54UBYIQ","mask","a bandana",0,"napkins",2,0,0,"inside","below","A",-1,0,0,-1
"A1AIMKA54UBYIQ","meat","turkey",1,"crab",2,-1,1,"inside","below","A",-1,0,0,-1
"A1DUPOUC9RNU4L","fridge","milk",2,"juice",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A1DUPOUC9RNU4L","bag","a pen",0,"cash",4,0,0,"outside","below","C",0,0,0,0
"A1DUPOUC9RNU4L","mall","a pretzel stand",1,"an electronics store",5,0,0,"outside","below","C",0,0,0,0
"A1DUPOUC9RNU4L","bakery","sandwiches",4,"water",5,0,0,"outside","below","C",0,0,0,0
"A1DUPOUC9RNU4L","salad","meat",3,"cigarettes",5,0,0,"outside","below","C",0,0,0,0
"A1DUPOUC9RNU4L","restaurant","salad",5,"soup",3,0,0,"outside","above","D",0,-1,0,-1
"A1DUPOUC9RNU4L","gym","meditation",5,"weightlifting",4,0,0,"outside","above","D",0,-1,0,-1
"A1DUPOUC9RNU4L","science","philosophy",4,"math",3,0,0,"outside","above","D",0,-1,0,-1
"A1DUPOUC9RNU4L","throw","a lawnmower",5,"tires",3,0,0,"outside","above","D",0,-1,0,-1
"A1DUPOUC9RNU4L","beach","shorts",1,"sunglasses",2,0,0,"inside","below","A",-1,0,0,-1
"A1DUPOUC9RNU4L","hot","a fan",0,"a pool",1,0,0,"inside","below","A",-1,0,0,-1
"A1DUPOUC9RNU4L","cold","a heater",0,"tea",2,0,0,"inside","below","A",-1,0,0,-1
"A1DUPOUC9RNU4L","transport","a motorcycle",1,"roller blades",2,0,0,"inside","below","A",-1,0,0,-1
"A1DUPOUC9RNU4L","cut","batteries",5,"nail clippers",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A1DUPOUC9RNU4L","mask","a wallet",4,"a bandana",0,0,0,"inside","above","B",-1,-1,-1,-1
"A1DUPOUC9RNU4L","meat","tofu",3,"crab",2,0,0,"inside","above","B",-1,-1,-1,-1
"AQKC1VIZAZ6VI","fridge","water",0,"juice",1,-1,1,"inside","below","A",-1,0,0,-1
"AQKC1VIZAZ6VI","bag","a pen",0,"chalk",2,-1,1,"inside","below","A",-1,0,0,-1
"AQKC1VIZAZ6VI","mall","a pretzel stand",1,"a coffee shop",2,-1,1,"inside","below","A",-1,0,0,-1
"AQKC1VIZAZ6VI","bakery","cakes",0,"ice cream",1,-1,1,"inside","below","A",-1,0,0,-1
"AQKC1VIZAZ6VI","salad","cigarettes",5,"tuna",2,0,0,"inside","above","B",-1,-1,-1,-1
"AQKC1VIZAZ6VI","restaurant","soup",3,"cocktails",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AQKC1VIZAZ6VI","gym","weightlifting",4,"softball",1,-1,1,"inside","above","B",-1,-1,-1,-1
"AQKC1VIZAZ6VI","science","philosophy",4,"zoology",2,-1,1,"inside","above","B",-1,-1,-1,-1
"AQKC1VIZAZ6VI","throw","a beach ball",1,"tires",3,0,0,"outside","below","C",0,0,0,0
"AQKC1VIZAZ6VI","beach","jeans",3,"a jacket",4,0,0,"outside","below","C",0,0,0,0
"AQKC1VIZAZ6VI","hot","a shower",2,"a couch",3,0,0,"outside","below","C",0,0,0,0
"AQKC1VIZAZ6VI","cold","tea",2,"a fridge",5,0,0,"outside","below","C",0,0,0,0
"AQKC1VIZAZ6VI","transport","chairs",4,"a lawnmower",3,0,0,"outside","above","D",0,-1,0,-1
"AQKC1VIZAZ6VI","cut","batteries",5,"thumb tacks",3,0,0,"outside","above","D",0,-1,0,-1
"AQKC1VIZAZ6VI","mask","candy",5,"a wallet",4,0,0,"outside","above","D",0,-1,0,-1
"AQKC1VIZAZ6VI","meat","mushrooms",4,"tofu",3,-1,1,"outside","above","D",0,-1,0,-1
"A1ZVJG3BKYHJWN","fridge","meat",5,"ketchup",4,0,0,"outside","above","D",0,-1,0,-1
"A1ZVJG3BKYHJWN","bag","a pen",0,"crayons",1,-1,1,"inside","below","A",-1,0,0,-1
"A1ZVJG3BKYHJWN","mall","a burger joint",0,"a coffee shop",2,-1,1,"inside","below","A",-1,0,0,-1
"A1ZVJG3BKYHJWN","bakery","ice cream",1,"muffins",2,-1,1,"inside","below","A",-1,0,0,-1
"A1ZVJG3BKYHJWN","salad","lettuce",0,"dressing",1,-1,1,"inside","below","A",-1,0,0,-1
"A1ZVJG3BKYHJWN","restaurant","salad",5,"soda",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A1ZVJG3BKYHJWN","gym","swimming",3,"basketball",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A1ZVJG3BKYHJWN","science","philosophy",4,"geology",1,0,0,"inside","above","B",-1,-1,-1,-1
"A1ZVJG3BKYHJWN","throw","a shovel",4,"a boomerang",2,0,0,"inside","above","B",-1,-1,-1,-1
"A1ZVJG3BKYHJWN","beach","shorts",1,"jeans",3,0,0,"outside","below","C",0,0,0,0
"A1ZVJG3BKYHJWN","hot","a couch",3,"blankets",4,0,0,"outside","below","C",0,0,0,0
"A1ZVJG3BKYHJWN","cold","tea",2,"a microwave",3,0,0,"outside","below","C",0,0,0,0
"A1ZVJG3BKYHJWN","transport","roller blades",2,"a hammer",5,0,0,"outside","below","C",0,0,0,0
"A1ZVJG3BKYHJWN","cut","a stapler",4,"thumb tacks",3,0,0,"outside","above","D",0,-1,0,-1
"A1ZVJG3BKYHJWN","mask","candy",5,"gloves",3,0,0,"outside","above","D",0,-1,0,-1
"A1ZVJG3BKYHJWN","meat","rice",5,"mushrooms",4,0,0,"outside","above","D",0,-1,0,-1
"A8V0L2YF8U6OX","fridge","meat",5,"ketchup",4,0,0,"outside","above","D",0,-1,0,-1
"A8V0L2YF8U6OX","bag","cash",4,"makeup",3,0,0,"outside","above","D",0,-1,0,-1
"A8V0L2YF8U6OX","mall","a burger joint",0,"a coffee shop",2,0,0,"inside","below","A",-1,0,0,-1
"A8V0L2YF8U6OX","bakery","ice cream",1,"muffins",2,0,0,"inside","below","A",-1,0,0,-1
"A8V0L2YF8U6OX","salad","lettuce",0,"dressing",1,-1,1,"inside","below","A",-1,0,0,-1
"A8V0L2YF8U6OX","restaurant","cocktails",0,"soda",2,-1,1,"inside","below","A",-1,0,0,-1
"A8V0L2YF8U6OX","gym","meditation",5,"basketball",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A8V0L2YF8U6OX","science","math",3,"geology",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A8V0L2YF8U6OX","throw","a boomerang",2,"a football",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A8V0L2YF8U6OX","beach","sunglasses",2,"shorts",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A8V0L2YF8U6OX","hot","a fan",0,"blankets",4,0,0,"outside","below","C",0,0,0,0
"A8V0L2YF8U6OX","cold","blankets",1,"a fridge",5,0,0,"outside","below","C",0,0,0,0
"A8V0L2YF8U6OX","transport","chairs",4,"a hammer",5,0,0,"outside","below","C",0,0,0,0
"A8V0L2YF8U6OX","cut","thumb tacks",3,"batteries",5,0,0,"outside","below","C",0,0,0,0
"A8V0L2YF8U6OX","mask","candy",5,"gloves",3,0,0,"outside","above","D",0,-1,0,-1
"A8V0L2YF8U6OX","meat","rice",5,"mushrooms",4,0,0,"outside","above","D",0,-1,0,-1
"A18JMMVN3ZOV8R","fridge","yogurt",3,"meat",5,0,0,"outside","below","C",0,0,0,0
"A18JMMVN3ZOV8R","bag","headphones",5,"makeup",3,0,0,"outside","above","D",0,-1,0,-1
"A18JMMVN3ZOV8R","mall","an electronics store",5,"a gift shop",4,0,0,"outside","above","D",0,-1,0,-1
"A18JMMVN3ZOV8R","bakery","sandwiches",4,"pretzels",3,0,0,"outside","above","D",0,-1,0,-1
"A18JMMVN3ZOV8R","salad","cigarettes",5,"meat",3,0,0,"outside","above","D",0,-1,0,-1
"A18JMMVN3ZOV8R","restaurant","vodka",1,"soda",2,-1,1,"inside","below","A",-1,0,0,-1
"A18JMMVN3ZOV8R","gym","basketball",0,"softball",1,0,0,"inside","below","A",-1,0,0,-1
"A18JMMVN3ZOV8R","science","physics",0,"zoology",2,0,0,"inside","below","A",-1,0,0,-1
"A18JMMVN3ZOV8R","throw","a beach ball",1,"a boomerang",2,0,0,"inside","below","A",-1,0,0,-1
"A18JMMVN3ZOV8R","beach","a coat",5,"shorts",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A18JMMVN3ZOV8R","hot","blankets",4,"a fan",0,0,0,"inside","above","B",-1,-1,-1,-1
"A18JMMVN3ZOV8R","cold","a microwave",3,"tea",2,0,0,"inside","above","B",-1,-1,-1,-1
"A18JMMVN3ZOV8R","transport","a motorcycle",1,"a car",0,0,0,"inside","above","B",-1,-1,-1,-1
"A18JMMVN3ZOV8R","cut","keys",2,"a stapler",4,0,0,"outside","below","C",0,0,0,0
"A18JMMVN3ZOV8R","mask","a handkerchief",1,"a wallet",4,0,0,"outside","below","C",0,0,0,0
"A18JMMVN3ZOV8R","meat","chicken",0,"tofu",3,0,0,"outside","below","C",0,0,0,0
"A3KF6O09H04SP7","fridge","milk",2,"juice",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A3KF6O09H04SP7","bag","a pen",0,"cash",4,0,0,"outside","below","C",0,0,0,0
"A3KF6O09H04SP7","mall","a pretzel stand",1,"an electronics store",5,0,0,"outside","below","C",0,0,0,0
"A3KF6O09H04SP7","bakery","sandwiches",4,"water",5,0,0,"outside","below","C",0,0,0,0
"A3KF6O09H04SP7","salad","meat",3,"cigarettes",5,0,0,"outside","below","C",0,0,0,0
"A3KF6O09H04SP7","restaurant","salad",5,"soup",3,-1,1,"outside","above","D",0,-1,0,-1
"A3KF6O09H04SP7","gym","meditation",5,"weightlifting",4,0,0,"outside","above","D",0,-1,0,-1
"A3KF6O09H04SP7","science","philosophy",4,"math",3,0,0,"outside","above","D",0,-1,0,-1
"A3KF6O09H04SP7","throw","a lawnmower",5,"tires",3,0,0,"outside","above","D",0,-1,0,-1
"A3KF6O09H04SP7","beach","shorts",1,"sunglasses",2,0,0,"inside","below","A",-1,0,0,-1
"A3KF6O09H04SP7","hot","a fan",0,"a pool",1,0,0,"inside","below","A",-1,0,0,-1
"A3KF6O09H04SP7","cold","a heater",0,"tea",2,0,0,"inside","below","A",-1,0,0,-1
"A3KF6O09H04SP7","transport","a motorcycle",1,"roller blades",2,-1,1,"inside","below","A",-1,0,0,-1
"A3KF6O09H04SP7","cut","batteries",5,"nail clippers",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A3KF6O09H04SP7","mask","a wallet",4,"a bandana",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A3KF6O09H04SP7","meat","tofu",3,"crab",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A1OBRF828QDEHP","fridge","water",0,"juice",1,-1,1,"inside","below","A",-1,0,0,-1
"A1OBRF828QDEHP","bag","headphones",5,"chalk",2,0,0,"inside","above","B",-1,-1,-1,-1
"A1OBRF828QDEHP","mall","a grocery store",3,"a burger joint",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A1OBRF828QDEHP","bakery","sandwiches",4,"ice cream",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A1OBRF828QDEHP","salad","chips",4,"tuna",2,0,0,"inside","above","B",-1,-1,-1,-1
"A1OBRF828QDEHP","restaurant","vodka",1,"soup",3,0,0,"outside","below","C",0,0,0,0
"A1OBRF828QDEHP","gym","swimming",3,"weightlifting",4,0,0,"outside","below","C",0,0,0,0
"A1OBRF828QDEHP","science","zoology",2,"math",3,-1,1,"outside","below","C",0,0,0,0
"A1OBRF828QDEHP","throw","a boomerang",2,"a lawnmower",5,0,0,"outside","below","C",0,0,0,0
"A1OBRF828QDEHP","beach","a jacket",4,"jeans",3,0,0,"outside","above","D",0,-1,0,-1
"A1OBRF828QDEHP","hot","a heater",5,"a couch",3,0,0,"outside","above","D",0,-1,0,-1
