context,trigger,query,item_id,human_rate,human_total,model_value,structure,variant,cv_fold,boundary,model,human_rank,model_rank
transport,roller blades,lawnmower,transport::roller blades::lawnmower,0.0,4,1.9317245967357882e-06,X but not Y,direct,,,Qwen2-7B,26.5,16.0
transport,roller blades,motorcycle,transport::roller blades::motorcycle,1.0,6,4.668374330527185e-05,X but not Y,direct,,,Qwen2-7B,2.0,8.0
bag,cash,chalk,bag::cash::chalk,1.0,5,0.578,set,top_k,0.0,100.0,Qwen2-7B,5.0,12.0
bag,cash,crayons,bag::cash::crayons,1.0,2,0.854,set,top_k,0.0,100.0,Qwen2-7B,5.0,7.0
bag,cash,headphones,bag::cash::headphones,0.0,3,0.004,set,top_k,0.0,100.0,Qwen2-7B,26.0,27.0
bag,cash,makeup,bag::cash::makeup,0.10526315789473684,19,0.132,set,top_k,0.0,100.0,Qwen2-7B,22.0,17.0
bag,cash,pen,bag::cash::pen,1.0,5,1.0,set,top_k,0.0,100.0,Qwen2-7B,5.0,2.0
bag,chalk,cash,bag::chalk::cash,0.0,6,0.006,set,top_k,0.0,100.0,Qwen2-7B,26.0,22.0
bag,chalk,crayons,bag::chalk::crayons,1.0,6,0.854,set,top_k,0.0,100.0,Qwen2-7B,5.0,7.0
bag,chalk,headphones,bag::chalk::headphones,0.2,5,0.004,set,top_k,0.0,100.0,Qwen2-7B,18.0,27.0
bag,chalk,makeup,bag::chalk::makeup,0.2,5,0.132,set,top_k,0.0,100.0,Qwen2-7B,18.0,17.0
bag,chalk,pen,bag::chalk::pen,1.0,5,1.0,set,top_k,0.0,100.0,Qwen2-7B,5.0,2.0
bag,crayons,cash,bag::crayons::cash,0.0,5,0.006,set,top_k,0.0,100.0,Qwen2-7B,26.0,22.0
bag,crayons,chalk,bag::crayons::chalk,0.8888888888888888,18,0.578,set,top_k,0.0,100.0,Qwen2-7B,11.0,12.0
bag,crayons,headphones,bag::crayons::headphones,0.25,4,0.004,set,top_k,0.0,100.0,Qwen2-7B,15.0,27.0
bag,crayons,makeup,bag::crayons::makeup,0.0,5,0.132,set,top_k,0.0,100.0,Qwen2-7B,26.0,17.0
bag,crayons,pen,bag::crayons::pen,1.0,4,1.0,set,top_k,0.0,100.0,Qwen2-7B,5.0,2.0
bag,headphones,cash,bag::headphones::cash,0.14285714285714285,14,0.006,set,top_k,0.0,100.0,Qwen2-7B,21.0,22.0
bag,headphones,chalk,bag::headphones::chalk,0.4,5,0.578,set,top_k,0.0,100.0,Qwen2-7B,14.0,12.0
bag,headphones,crayons,bag::headphones::crayons,1.0,3,0.854,set,top_k,0.0,100.0,Qwen2-7B,5.0,7.0
bag,headphones,makeup,bag::headphones::makeup,0.21052631578947367,19,0.132,set,top_k,0.0,100.0,Qwen2-7B,16.0,17.0
bag,headphones,pen,bag::headphones::pen,1.0,5,1.0,set,top_k,0.0,100.0,Qwen2-7B,5.0,2.0
bag,makeup,cash,bag::makeup::cash,0.2,5,0.006,set,top_k,0.0,100.0,Qwen2-7B,18.0,22.0
bag,makeup,chalk,bag::makeup::chalk,1.0,2,0.578,set,top_k,0.0,100.0,Qwen2-7B,5.0,12.0
bag,makeup,crayons,bag::makeup::crayons,1.0,2,0.854,set,top_k,0.0,100.0,Qwen2-7B,5.0,7.0
bag,makeup,headphones,bag::makeup::headphones,0.0,4,0.004,set,top_k,0.0,100.0,Qwen2-7B,26.0,27.0
bag,makeup,pen,bag::makeup::pen,1.0,3,1.0,set,top_k,0.0,100.0,Qwen2-7B,5.0,2.0
bag,pen,cash,bag::pen::cash,0.0,5,0.006,set,top_k,0.0,100.0,Qwen2-7B,26.0,22.0
bag,pen,chalk,bag::pen::chalk,0.8571428571428571,21,0.578,set,top_k,0.0,100.0,Qwen2-7B,13.0,12.0
bag,pen,crayons,bag::pen::crayons,0.8823529411764706,17,0.854,set,top_k,0.0,100.0,Qwen2-7B,12.0,7.0
bag,pen,headphones,bag::pen::headphones,0.0,5,0.004,set,top_k,0.0,100.0,Qwen2-7B,26.0,27.0
bag,pen,makeup,bag::pen::makeup,0.16666666666666666,6,0.132,set,top_k,0.0,100.0,Qwen2-7B,20.0,17.0
bakery,cakes,ice cream,bakery::cakes::ice cream,0.8421052631578947,19,0.85,set,top_k,1.0,100.0,Qwen2-7B,9.0,7.0
bakery,cakes,muffins,bakery::cakes::muffins,0.8888888888888888,18,0.112,set,top_k,1.0,100.0,Qwen2-7B,8.0,12.0
bakery,cakes,pretzels,bakery::cakes::pretzels,0.5,6,0.098,set,top_k,1.0,100.0,Qwen2-7B,17.0,17.0
bakery,cakes,sandwiches,bakery::cakes::sandwiches,0.4,5,0.028,set,top_k,1.0,100.0,Qwen2-7B,21.0,27.0
bakery,cakes,water,bakery::cakes::water,0.0,5,0.054,set,top_k,1.0,100.0,Qwen2-7B,27.0,22.0
bakery,ice cream,cakes,bakery::ice cream::cakes,1.0,5,0.972,set,top_k,1.0,100.0,Qwen2-7B,3.5,2.0
bakery,ice cream,muffins,bakery::ice cream::muffins,0.5882352941176471,17,0.112,set,top_k,1.0,100.0,Qwen2-7B,13.0,12.0
bakery,ice cream,pretzels,bakery::ice cream::pretzels,0.5,2,0.098,set,top_k,1.0,100.0,Qwen2-7B,17.0,17.0
bakery,ice cream,sandwiches,bakery::ice cream::sandwiches,0.25,4,0.028,set,top_k,1.0,100.0,Qwen2-7B,23.0,27.0
bakery,ice cream,water,bakery::ice cream::water,0.16666666666666666,6,0.054,set,top_k,1.0,100.0,Qwen2-7B,24.0,22.0
bakery,muffins,cakes,bakery::muffins::cakes,1.0,5,0.972,set,top_k,1.0,100.0,Qwen2-7B,3.5,2.0
bakery,muffins,ice cream,bakery::muffins::ice cream,1.0,2,0.85,set,top_k,1.0,100.0,Qwen2-7B,3.5,7.0
bakery,muffins,pretzels,bakery::muffins::pretzels,0.4,5,0.098,set,top_k,1.0,100.0,Qwen2-7B,21.0,17.0
bakery,muffins,sandwiches,bakery::muffins::sandwiches,0.0,2,0.028,set,top_k,1.0,100.0,Qwen2-7B,27.0,27.0
bakery,muffins,water,bakery::muffins::water,0.0,5,0.054,set,top_k,1.0,100.0,Qwen2-7B,27.0,22.0
bakery,pretzels,cakes,bakery::pretzels::cakes,1.0,5,0.972,set,top_k,1.0,100.0,Qwen2-7B,3.5,2.0
bakery,pretzels,ice cream,bakery::pretzels::ice cream,1.0,5,0.85,set,top_k,1.0,100.0,Qwen2-7B,3.5,7.0
bakery,pretzels,muffins,bakery::pretzels::muffins,1.0,3,0.112,set,top_k,1.0,100.0,Qwen2-7B,3.5,12.0
bakery,pretzels,sandwiches,bakery::pretzels::sandwiches,0.4,5,0.028,set,top_k,1.0,100.0,Qwen2-7B,21.0,27.0
bakery,pretzels,water,bakery::pretzels::water,0.0,4,0.054,set,top_k,1.0,100.0,Qwen2-7B,27.0,22.0
bakery,sandwiches,cakes,bakery::sandwiches::cakes,1.0,3,0.972,set,top_k,1.0,100.0,Qwen2-7B,3.5,2.0
bakery,sandwiches,ice cream,bakery::sandwiches::ice cream,1.0,5,0.85,set,top_k,1.0,100.0,Qwen2-7B,3.5,7.0
bakery,sandwiches,muffins,bakery::sandwiches::muffins,0.6666666666666666,3,0.112,set,top_k,1.0,100.0,Qwen2-7B,11.0,12.0
bakery,sandwiches,pretzels,bakery::sandwiches::pretzels,0.55,20,0.098,set,top_k,1.0,100.0,Qwen2-7B,14.0,17.0
bakery,sandwiches,water,bakery::sandwiches::water,0.0,5,0.054,set,top_k,1.0,100.0,Qwen2-7B,27.0,22.0
bakery,water,cakes,bakery::water::cakes,0.6666666666666666,3,0.972,set,top_k,1.0,100.0,Qwen2-7B,11.0,2.0
bakery,water,ice cream,bakery::water::ice cream,0.6666666666666666,6,0.85,set,top_k,1.0,100.0,Qwen2-7B,11.0,7.0
bakery,water,muffins,bakery::water::muffins,0.5,6,0.112,set,top_k,1.0,100.0,Qwen2-7B,17.0,12.0
bakery,water,pretzels,bakery::water::pretzels,0.5384615384615384,13,0.098,set,top_k,1.0,100.0,Qwen2-7B,15.0,17.0
bakery,water,sandwiches,bakery::water::sandwiches,0.42857142857142855,21,0.028,set,top_k,1.0,100.0,Qwen2-7B,19.0,27.0
beach,bikini,coat,beach::bikini::coat,0.3333333333333333,3,0.07,set,top_k,2.0,100.0,Qwen2-7B,21.0,27.0
beach,bikini,jacket,beach::bikini::jacket,0.25,4,0.182,set,top_k,2.0,100.0,Qwen2-7B,23.0,22.0
beach,bikini,jeans,beach::bikini::jeans,0.5,6,0.688,set,top_k,2.0,100.0,Qwen2-7B,17.0,7.0
beach,bikini,shorts,beach::bikini::shorts,0.7,20,1.0,set,top_k,2.0,100.0,Qwen2-7B,10.0,2.0
beach,bikini,sunglasses,beach::bikini::sunglasses,0.16666666666666666,18,0.432,set,top_k,2.0,100.0,Qwen2-7B,25.0,17.0
beach,coat,bikini,beach::coat::bikini,1.0,6,0.616,set,top_k,2.0,100.0,Qwen2-7B,3.0,12.0
beach,coat,jacket,beach::coat::jacket,0.5454545454545454,11,0.182,set,top_k,2.0,100.0,Qwen2-7B,14.0,22.0
beach,coat,jeans,beach::coat::jeans,0.5,16,0.688,set,top_k,2.0,100.0,Qwen2-7B,17.0,7.0
beach,coat,shorts,beach::coat::shorts,1.0,5,1.0,set,top_k,2.0,100.0,Qwen2-7B,3.0,2.0
beach,coat,sunglasses,beach::coat::sunglasses,0.0,3,0.432,set,top_k,2.0,100.0,Qwen2-7B,28.0,17.0
beach,jacket,bikini,beach::jacket::bikini,1.0,2,0.616,set,top_k,2.0,100.0,Qwen2-7B,3.0,12.0
beach,jacket,coat,beach::jacket::coat,1.0,3,0.07,set,top_k,2.0,100.0,Qwen2-7B,3.0,27.0
beach,jacket,jeans,beach::jacket::jeans,0.45,20,0.688,set,top_k,2.0,100.0,Qwen2-7B,20.0,7.0
beach,jacket,shorts,beach::jacket::shorts,0.6,5,1.0,set,top_k,2.0,100.0,Qwen2-7B,12.0,2.0
beach,jacket,sunglasses,beach::jacket::sunglasses,0.5,4,0.432,set,top_k,2.0,100.0,Qwen2-7B,17.0,17.0
beach,jeans,bikini,beach::jeans::bikini,1.0,5,0.616,set,top_k,2.0,100.0,Qwen2-7B,3.0,12.0
beach,jeans,coat,beach::jeans::coat,0.6,5,0.07,set,top_k,2.0,100.0,Qwen2-7B,12.0,27.0
beach,jeans,jacket,beach::jeans::jacket,0.0,6,0.182,set,top_k,2.0,100.0,Qwen2-7B,28.0,22.0
beach,jeans,shorts,beach::jeans::shorts,1.0,5,1.0,set,top_k,2.0,100.0,Qwen2-7B,3.0,2.0
beach,jeans,sunglasses,beach::jeans::sunglasses,0.25,4,0.432,set,top_k,2.0,100.0,Qwen2-7B,23.0,17.0
beach,shorts,bikini,beach::shorts::bikini,0.75,4,0.616,set,top_k,2.0,100.0,Qwen2-7B,8.5,12.0
beach,shorts,coat,beach::shorts::coat,0.75,4,0.07,set,top_k,2.0,100.0,Qwen2-7B,8.5,27.0
beach,shorts,jacket,beach::shorts::jacket,0.25,4,0.182,set,top_k,2.0,100.0,Qwen2-7B,23.0,22.0
beach,shorts,jeans,beach::shorts::jeans,0.6,5,0.688,set,top_k,2.0,100.0,Qwen2-7B,12.0,7.0
beach,shorts,sunglasses,beach::shorts::sunglasses,0.15,20,0.432,set,top_k,2.0,100.0,Qwen2-7B,26.0,17.0
beach,sunglasses,bikini,beach::sunglasses::bikini,1.0,5,0.616,set,top_k,2.0,100.0,Qwen2-7B,3.0,12.0
beach,sunglasses,coat,beach::sunglasses::coat,0.0,5,0.07,set,top_k,2.0,100.0,Qwen2-7B,28.0,27.0
beach,sunglasses,jacket,beach::sunglasses::jacket,0.8,5,0.182,set,top_k,2.0,100.0,Qwen2-7B,7.0,22.0
beach,sunglasses,jeans,beach::sunglasses::jeans,0.5,6,0.688,set,top_k,2.0,100.0,Qwen2-7B,17.0,7.0
beach,sunglasses,shorts,beach::sunglasses::shorts,0.5,4,1.0,set,top_k,2.0,100.0,Qwen2-7B,17.0,2.0
cold,blankets,fridge,cold::blankets::fridge,0.0,4,0.018,set,top_k,3.0,100.0,Qwen2-7B,24.5,12.0
cold,blankets,heater,cold::blankets::heater,1.0,2,0.996,set,top_k,3.0,100.0,Qwen2-7B,1.0,2.0
cold,blankets,microwave,cold::blankets::microwave,0.0,5,0.142,set,top_k,3.0,100.0,Qwen2-7B,24.5,7.0
cold,blankets,sink,cold::blankets::sink,0.0,4,0.008,set,top_k,3.0,100.0,Qwen2-7B,24.5,17.0
cold,blankets,tea,cold::blankets::tea,0.2,20,0.004,set,top_k,3.0,100.0,Qwen2-7B,17.0,22.0
cold,fridge,blankets,cold::fridge::blankets,0.3333333333333333,3,0.002,set,top_k,3.0,100.0,Qwen2-7B,12.5,27.0
cold,fridge,heater,cold::fridge::heater,0.8,5,0.996,set,top_k,3.0,100.0,Qwen2-7B,4.0,2.0
cold,fridge,microwave,cold::fridge::microwave,0.6923076923076923,13,0.142,set,top_k,3.0,100.0,Qwen2-7B,5.0,7.0
cold,fridge,sink,cold::fridge::sink,0.23809523809523808,21,0.008,set,top_k,3.0,100.0,Qwen2-7B,15.0,17.0
cold,fridge,tea,cold::fridge::tea,0.5,6,0.004,set,top_k,3.0,100.0,Qwen2-7B,10.0,22.0
cold,heater,blankets,cold::heater::blankets,0.8333333333333334,18,0.002,set,top_k,3.0,100.0,Qwen2-7B,3.0,27.0
cold,heater,fridge,cold::heater::fridge,0.0,4,0.018,set,top_k,3.0,100.0,Qwen2-7B,24.5,12.0
cold,heater,microwave,cold::heater::microwave,0.2,5,0.142,set,top_k,3.0,100.0,Qwen2-7B,17.0,7.0
cold,heater,sink,cold::heater::sink,0.0,5,0.008,set,top_k,3.0,100.0,Qwen2-7B,24.5,17.0
cold,heater,tea,cold::heater::tea,0.125,16,0.004,set,top_k,3.0,100.0,Qwen2-7B,19.0,22.0
cold,microwave,blankets,cold::microwave::blankets,0.6,5,0.002,set,top_k,3.0,100.0,Qwen2-7B,6.5,27.0
cold,microwave,fridge,cold::microwave::fridge,0.5,4,0.018,set,top_k,3.0,100.0,Qwen2-7B,10.0,12.0
cold,microwave,heater,cold::microwave::heater,1.0,5,0.996,set,top_k,3.0,100.0,Qwen2-7B,1.0,2.0
cold,microwave,sink,cold::microwave::sink,0.0,4,0.008,set,top_k,3.0,100.0,Qwen2-7B,24.5,17.0
cold,microwave,tea,cold::microwave::tea,0.2,5,0.004,set,top_k,3.0,100.0,Qwen2-7B,17.0,22.0
cold,sink,blankets,cold::sink::blankets,0.3333333333333333,3,0.002,set,top_k,3.0,100.0,Qwen2-7B,12.5,27.0
cold,sink,fridge,cold::sink::fridge,0.25,4,0.018,set,top_k,3.0,100.0,Qwen2-7B,14.0,12.0
cold,sink,heater,cold::sink::heater,1.0,4,0.996,set,top_k,3.0,100.0,Qwen2-7B,1.0,2.0
cold,sink,microwave,cold::sink::microwave,0.5294117647058824,17,0.142,set,top_k,3.0,100.0,Qwen2-7B,8.0,7.0
cold,sink,tea,cold::sink::tea,0.0,5,0.004,set,top_k,3.0,100.0,Qwen2-7B,24.5,22.0
cold,tea,blankets,cold::tea::blankets,0.6,5,0.002,set,top_k,3.0,100.0,Qwen2-7B,6.5,27.0
cold,tea,fridge,cold::tea::fridge,0.0,6,0.018,set,top_k,3.0,100.0,Qwen2-7B,24.5,12.0
cold,tea,heater,cold::tea::heater,0.5,6,0.996,set,top_k,3.0,100.0,Qwen2-7B,10.0,2.0
cold,tea,microwave,cold::tea::microwave,0.0,5,0.142,set,top_k,3.0,100.0,Qwen2-7B,24.5,7.0
cold,tea,sink,cold::tea::sink,0.0,4,0.008,set,top_k,3.0,100.0,Qwen2-7B,24.5,17.0
cut,batteries,keys,cut::batteries::keys,0.16666666666666666,6,0.284,set,top_k,4.0,100.0,Qwen2-7B,20.5,12.0
cut,batteries,nail clippers,cut::batteries::nail clippers,0.8,5,0.564,set,top_k,4.0,100.0,Qwen2-7B,4.5,7.0
cut,batteries,scissors,cut::batteries::scissors,0.8,5,1.0,set,top_k,4.0,100.0,Qwen2-7B,4.5,2.0
cut,batteries,stapler,cut::batteries::stapler,0.4444444444444444,18,0.166,set,top_k,4.0,100.0,Qwen2-7B,12.0,17.0
cut,batteries,thumb tacks,cut::batteries::thumb tacks,0.38095238095238093,21,0.0,set,top_k,4.0,100.0,Qwen2-7B,13.0,27.0
cut,keys,batteries,cut::keys::batteries,0.25,4,0.02,set,top_k,4.0,100.0,Qwen2-7B,16.0,22.0
cut,keys,nail clippers,cut::keys::nail clippers,0.8,5,0.564,set,top_k,4.0,100.0,Qwen2-7B,4.5,7.0
cut,keys,scissors,cut::keys::scissors,1.0,5,1.0,set,top_k,4.0,100.0,Qwen2-7B,1.0,2.0
cut,keys,stapler,cut::keys::stapler,0.2,5,0.166,set,top_k,4.0,100.0,Qwen2-7B,18.0,17.0
cut,keys,thumb tacks,cut::keys::thumb tacks,0.2,5,0.0,set,top_k,4.0,100.0,Qwen2-7B,18.0,27.0
cut,nail clippers,batteries,cut::nail clippers::batteries,0.0,5,0.02,set,top_k,4.0,100.0,Qwen2-7B,26.5,22.0
cut,nail clippers,keys,cut::nail clippers::keys,0.3125,16,0.284,set,top_k,4.0,100.0,Qwen2-7B,15.0,12.0
cut,nail clippers,scissors,cut::nail clippers::scissors,1.0,4,1.0,set,top_k,4.0,100.0,Qwen2-7B,1.0,2.0
cut,nail clippers,stapler,cut::nail clippers::stapler,0.5,2,0.166,set,top_k,4.0,100.0,Qwen2-7B,11.0,17.0
cut,nail clippers,thumb tacks,cut::nail clippers::thumb tacks,0.6666666666666666,3,0.0,set,top_k,4.0,100.0,Qwen2-7B,7.5,27.0
cut,scissors,batteries,cut::scissors::batteries,0.0,4,0.02,set,top_k,4.0,100.0,Qwen2-7B,26.5,22.0
cut,scissors,keys,cut::scissors::keys,0.15,20,0.284,set,top_k,4.0,100.0,Qwen2-7B,22.0,12.0
cut,scissors,nail clippers,cut::scissors::nail clippers,0.6363636363636364,11,0.564,set,top_k,4.0,100.0,Qwen2-7B,9.0,7.0
cut,scissors,stapler,cut::scissors::stapler,0.16666666666666666,6,0.166,set,top_k,4.0,100.0,Qwen2-7B,20.5,17.0
cut,scissors,thumb tacks,cut::scissors::thumb tacks,0.0,4,0.0,set,top_k,4.0,100.0,Qwen2-7B,26.5,27.0
cut,stapler,batteries,cut::stapler::batteries,0.0,5,0.02,set,top_k,4.0,100.0,Qwen2-7B,26.5,22.0
cut,stapler,keys,cut::stapler::keys,0.2,5,0.284,set,top_k,4.0,100.0,Qwen2-7B,18.0,12.0
cut,stapler,nail clippers,cut::stapler::nail clippers,0.6666666666666666,6,0.564,set,top_k,4.0,100.0,Qwen2-7B,7.5,7.0
cut,stapler,scissors,cut::stapler::scissors,1.0,4,1.0,set,top_k,4.0,100.0,Qwen2-7B,1.0,2.0
cut,stapler,thumb tacks,cut::stapler::thumb tacks,0.11764705882352941,17,0.0,set,top_k,4.0,100.0,Qwen2-7B,23.0,27.0
cut,thumb tacks,batteries,cut::thumb tacks::batteries,0.0,4,0.02,set,top_k,4.0,100.0,Qwen2-7B,26.5,22.0
cut,thumb tacks,keys,cut::thumb tacks::keys,0.3333333333333333,3,0.284,set,top_k,4.0,100.0,Qwen2-7B,14.0,12.0
cut,thumb tacks,nail clippers,cut::thumb tacks::nail clippers,0.6,5,0.564,set,top_k,4.0,100.0,Qwen2-7B,10.0,7.0
cut,thumb tacks,scissors,cut::thumb tacks::scissors,0.8,5,1.0,set,top_k,4.0,100.0,Qwen2-7B,4.5,2.0
cut,thumb tacks,stapler,cut::thumb tacks::stapler,0.0,5,0.166,set,top_k,4.0,100.0,Qwen2-7B,26.5,17.0
fridge,juice,ketchup,fridge::juice::ketchup,0.3333333333333333,6,0.006,set,top_k,5.0,100.0,Qwen2-7B,17.0,27.0
fridge,juice,meat,fridge::juice::meat,0.0,3,0.01,set,top_k,5.0,100.0,Qwen2-7B,25.5,22.0
fridge,juice,milk,fridge::juice::milk,1.0,15,0.916,set,top_k,5.0,100.0,Qwen2-7B,5.0,7.0
fridge,juice,water,fridge::juice::water,1.0,6,1.0,set,top_k,5.0,100.0,Qwen2-7B,5.0,2.0
fridge,juice,yogurt,fridge::juice::yogurt,0.0,5,0.038,set,top_k,5.0,100.0,Qwen2-7B,25.5,17.0
fridge,ketchup,juice,fridge::ketchup::juice,1.0,5,0.726,set,top_k,5.0,100.0,Qwen2-7B,5.0,12.0
fridge,ketchup,meat,fridge::ketchup::meat,0.0,4,0.01,set,top_k,5.0,100.0,Qwen2-7B,25.5,22.0
fridge,ketchup,milk,fridge::ketchup::milk,1.0,5,0.916,set,top_k,5.0,100.0,Qwen2-7B,5.0,7.0
fridge,ketchup,water,fridge::ketchup::water,1.0,2,1.0,set,top_k,5.0,100.0,Qwen2-7B,5.0,2.0
fridge,ketchup,yogurt,fridge::ketchup::yogurt,0.2222222222222222,18,0.038,set,top_k,5.0,100.0,Qwen2-7B,18.0,17.0
fridge,meat,juice,fridge::meat::juice,1.0,5,0.726,set,top_k,5.0,100.0,Qwen2-7B,5.0,12.0
fridge,meat,ketchup,fridge::meat::ketchup,0.16666666666666666,18,0.006,set,top_k,5.0,100.0,Qwen2-7B,21.0,27.0
fridge,meat,milk,fridge::meat::milk,0.6666666666666666,3,0.916,set,top_k,5.0,100.0,Qwen2-7B,14.0,7.0
fridge,meat,water,fridge::meat::water,1.0,2,1.0,set,top_k,5.0,100.0,Qwen2-7B,5.0,2.0
fridge,meat,yogurt,fridge::meat::yogurt,0.625,16,0.038,set,top_k,5.0,100.0,Qwen2-7B,15.0,17.0
fridge,milk,juice,fridge::milk::juice,1.0,5,0.726,set,top_k,5.0,100.0,Qwen2-7B,5.0,12.0
fridge,milk,ketchup,fridge::milk::ketchup,0.0,5,0.006,set,top_k,5.0,100.0,Qwen2-7B,25.5,27.0
fridge,milk,meat,fridge::milk::meat,0.0,6,0.01,set,top_k,5.0,100.0,Qwen2-7B,25.5,22.0
fridge,milk,water,fridge::milk::water,0.8333333333333334,6,1.0,set,top_k,5.0,100.0,Qwen2-7B,12.0,2.0
fridge,milk,yogurt,fridge::milk::yogurt,0.2,5,0.038,set,top_k,5.0,100.0,Qwen2-7B,19.5,17.0
fridge,water,juice,fridge::water::juice,1.0,22,0.726,set,top_k,5.0,100.0,Qwen2-7B,5.0,12.0
fridge,water,ketchup,fridge::water::ketchup,0.0,4,0.006,set,top_k,5.0,100.0,Qwen2-7B,25.5,27.0
fridge,water,meat,fridge::water::meat,0.0,3,0.01,set,top_k,5.0,100.0,Qwen2-7B,25.5,22.0
fridge,water,milk,fridge::water::milk,0.9444444444444444,18,0.916,set,top_k,5.0,100.0,Qwen2-7B,11.0,7.0
fridge,water,yogurt,fridge::water::yogurt,0.0,5,0.038,set,top_k,5.0,100.0,Qwen2-7B,25.5,17.0
fridge,yogurt,juice,fridge::yogurt::juice,1.0,5,0.726,set,top_k,5.0,100.0,Qwen2-7B,5.0,12.0
fridge,yogurt,ketchup,fridge::yogurt::ketchup,0.2,5,0.006,set,top_k,5.0,100.0,Qwen2-7B,19.5,27.0
fridge,yogurt,meat,fridge::yogurt::meat,0.4,5,0.01,set,top_k,5.0,100.0,Qwen2-7B,16.0,22.0
fridge,yogurt,milk,fridge::yogurt::milk,0.75,4,0.916,set,top_k,5.0,100.0,Qwen2-7B,13.0,7.0
fridge,yogurt,water,fridge::yogurt::water,1.0,2,1.0,set,top_k,5.0,100.0,Qwen2-7B,5.0,2.0
gym,basketball,lacrosse,gym::basketball::lacrosse,0.9333333333333333,15,0.234,set,top_k,6.0,100.0,Qwen2-7B,11.0,22.0
gym,basketball,meditation,gym::basketball::meditation,0.0,2,0.006,set,top_k,6.0,100.0,Qwen2-7B,28.0,27.0
gym,basketball,softball,gym::basketball::softball,0.9,20,1.0,set,top_k,6.0,100.0,Qwen2-7B,12.0,4.5
gym,basketball,swimming,gym::basketball::swimming,0.4,5,0.424,set,top_k,6.0,100.0,Qwen2-7B,23.5,17.0
gym,basketball,weightlifting,gym::basketball::weightlifting,0.8,5,0.462,set,top_k,6.0,100.0,Qwen2-7B,15.5,12.0
gym,lacrosse,basketball,gym::lacrosse::basketball,1.0,4,1.0,set,top_k,6.0,100.0,Qwen2-7B,4.5,4.5
gym,lacrosse,meditation,gym::lacrosse::meditation,0.0,2,0.006,set,top_k,6.0,100.0,Qwen2-7B,28.0,27.0
gym,lacrosse,softball,gym::lacrosse::softball,1.0,3,1.0,set,top_k,6.0,100.0,Qwen2-7B,4.5,4.5
gym,lacrosse,swimming,gym::lacrosse::swimming,0.3333333333333333,3,0.424,set,top_k,6.0,100.0,Qwen2-7B,25.5,17.0
gym,lacrosse,weightlifting,gym::lacrosse::weightlifting,0.6666666666666666,3,0.462,set,top_k,6.0,100.0,Qwen2-7B,20.0,12.0
gym,meditation,basketball,gym::meditation::basketball,0.75,4,1.0,set,top_k,6.0,100.0,Qwen2-7B,18.5,4.5
gym,meditation,lacrosse,gym::meditation::lacrosse,1.0,4,0.234,set,top_k,6.0,100.0,Qwen2-7B,4.5,22.0
gym,meditation,softball,gym::meditation::softball,1.0,4,1.0,set,top_k,6.0,100.0,Qwen2-7B,4.5,4.5
gym,meditation,swimming,gym::meditation::swimming,0.7894736842105263,19,0.424,set,top_k,6.0,100.0,Qwen2-7B,17.0,17.0
gym,meditation,weightlifting,gym::meditation::weightlifting,0.55,20,0.462,set,top_k,6.0,100.0,Qwen2-7B,22.0,12.0
gym,softball,basketball,gym::softball::basketball,1.0,6,1.0,set,top_k,6.0,100.0,Qwen2-7B,4.5,4.5
gym,softball,lacrosse,gym::softball::lacrosse,0.9473684210526315,19,0.234,set,top_k,6.0,100.0,Qwen2-7B,10.0,22.0
gym,softball,meditation,gym::softball::meditation,0.6,5,0.006,set,top_k,6.0,100.0,Qwen2-7B,21.0,27.0
gym,softball,swimming,gym::softball::swimming,0.8,5,0.424,set,top_k,6.0,100.0,Qwen2-7B,15.5,17.0
gym,softball,weightlifting,gym::softball::weightlifting,0.3333333333333333,3,0.462,set,top_k,6.0,100.0,Qwen2-7B,25.5,12.0
gym,swimming,basketball,gym::swimming::basketball,1.0,5,1.0,set,top_k,6.0,100.0,Qwen2-7B,4.5,4.5
gym,swimming,lacrosse,gym::swimming::lacrosse,1.0,4,0.234,set,top_k,6.0,100.0,Qwen2-7B,4.5,22.0
gym,swimming,meditation,gym::swimming::meditation,0.0,5,0.006,set,top_k,6.0,100.0,Qwen2-7B,28.0,27.0
gym,swimming,softball,gym::swimming::softball,0.75,4,1.0,set,top_k,6.0,100.0,Qwen2-7B,18.5,4.5
gym,swimming,weightlifting,gym::swimming::weightlifting,0.4,5,0.462,set,top_k,6.0,100.0,Qwen2-7B,23.5,12.0
gym,weightlifting,basketball,gym::weightlifting::basketball,1.0,5,1.0,set,top_k,6.0,100.0,Qwen2-7B,4.5,4.5
gym,weightlifting,lacrosse,gym::weightlifting::lacrosse,1.0,6,0.234,set,top_k,6.0,100.0,Qwen2-7B,4.5,22.0
gym,weightlifting,meditation,gym::weightlifting::meditation,1.0,2,0.006,set,top_k,6.0,100.0,Qwen2-7B,4.5,27.0
gym,weightlifting,softball,gym::weightlifting::softball,0.8333333333333334,6,1.0,set,top_k,6.0,100.0,Qwen2-7B,14.0,4.5
gym,weightlifting,swimming,gym::weightlifting::swimming,0.85,20,0.424,set,top_k,6.0,100.0,Qwen2-7B,13.0,17.0
hot,blankets,couch,hot::blankets::couch,0.0,12,0.012,set,top_k,7.0,100.0,Qwen2-7B,23.5,22.0
hot,blankets,fan,hot::blankets::fan,0.2,5,0.994,set,top_k,7.0,100.0,Qwen2-7B,14.0,2.0
