variant,boundary,analysis_dataset_id,analysis_unit_id,cv_group_id,human_rate,dataset_family,dataset,set_probability,ordering_probability,conjunction_probability,disjunction_probability,analysis_label,cv_fold,item_id,trigger,query,human_yes,human_total
top_p,0.8,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.008,0.842,0.008,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_p,0.9,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.19,0.842,0.186,0.846,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_p,0.95,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.74,0.842,0.672,0.91,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_k,1.0,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.0,0.938,0.0,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_k,2.0,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.0,0.938,0.0,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_k,3.0,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.0,0.938,0.0,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_k,5.0,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.0,0.938,0.0,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_k,10.0,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.002,0.938,0.002,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_k,20.0,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.008,0.938,0.008,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_k,30.0,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.016,0.938,0.016,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_k,50.0,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.036,0.938,0.036,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_k,75.0,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.062,0.938,0.062,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_k,100.0,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.098,0.938,0.098,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_p,0.25,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.0,0.938,0.0,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_p,0.5,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.0,0.938,0.0,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_p,0.6,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.0,0.938,0.0,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_p,0.7,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.006,0.938,0.006,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_p,0.8,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.046,0.938,0.046,0.938,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_p,0.9,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.412,0.938,0.402,0.948,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_p,0.95,novel_focus,mask::candy::handkerchief,novel_focus::focus_alternative_study::mask,0.6666666666666666,novel_focus,focus_alternative_study,0.972,0.938,0.922,0.988,Novel focus alternatives,9,mask::candy::handkerchief,candy,handkerchief,4.0,6.0
top_k,1.0,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_k,2.0,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_k,3.0,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_k,5.0,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_k,10.0,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_k,20.0,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_k,30.0,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_k,50.0,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_k,75.0,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_k,100.0,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_p,0.25,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_p,0.5,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_p,0.6,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_p,0.7,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_p,0.8,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.074,0.0,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_p,0.9,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.004,0.074,0.004,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_p,0.95,novel_focus,mask::candy::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.014,0.074,0.014,0.074,Novel focus alternatives,9,mask::candy::napkins,candy,napkins,2.0,4.0
top_k,1.0,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.802,0.0,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_k,2.0,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.802,0.0,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_k,3.0,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.802,0.0,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_k,5.0,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.002,0.802,0.002,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_k,10.0,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.002,0.802,0.002,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_k,20.0,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.002,0.802,0.002,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_k,30.0,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.002,0.802,0.002,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_k,50.0,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.006,0.802,0.006,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_k,75.0,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.018,0.802,0.018,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_k,100.0,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.022,0.802,0.022,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_p,0.25,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.802,0.0,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_p,0.5,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.802,0.0,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_p,0.6,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.802,0.0,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_p,0.7,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.002,0.802,0.002,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_p,0.8,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.012,0.802,0.012,0.802,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_p,0.9,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.138,0.802,0.136,0.804,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_p,0.95,novel_focus,mask::candy::wallet,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.652,0.802,0.594,0.86,Novel focus alternatives,9,mask::candy::wallet,candy,wallet,4.0,20.0
top_k,1.0,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.832,0.0,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_k,2.0,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.002,0.832,0.002,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_k,3.0,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.004,0.832,0.004,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_k,5.0,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.004,0.832,0.004,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_k,10.0,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.006,0.832,0.006,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_k,20.0,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.01,0.832,0.01,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_k,30.0,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.026,0.832,0.026,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_k,50.0,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.054,0.832,0.054,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_k,75.0,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.088,0.832,0.088,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_k,100.0,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.134,0.832,0.132,0.834,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_p,0.25,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.832,0.0,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_p,0.5,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.832,0.0,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_p,0.6,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.832,0.0,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_p,0.7,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.004,0.832,0.004,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_p,0.8,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.06,0.832,0.06,0.832,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_p,0.9,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.628,0.832,0.57,0.89,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_p,0.95,novel_focus,mask::gloves::bandana,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.996,0.832,0.832,0.996,Novel focus alternatives,9,mask::gloves::bandana,gloves,bandana,3.0,6.0
top_k,1.0,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_k,2.0,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_k,3.0,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_k,5.0,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_k,10.0,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_k,20.0,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_k,30.0,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_k,50.0,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_k,75.0,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.002,0.158,0.002,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_k,100.0,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.004,0.158,0.004,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_p,0.25,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_p,0.5,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_p,0.6,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_p,0.7,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_p,0.8,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.0,0.158,0.0,0.158,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_p,0.9,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.034,0.158,0.032,0.16,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_p,0.95,novel_focus,mask::gloves::candy,novel_focus::focus_alternative_study::mask,0.2,novel_focus,focus_alternative_study,0.238,0.158,0.13,0.266,Novel focus alternatives,9,mask::gloves::candy,gloves,candy,1.0,5.0
top_k,1.0,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.722,0.0,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_k,2.0,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.722,0.0,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_k,3.0,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.722,0.0,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_k,5.0,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.722,0.0,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_k,10.0,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.002,0.722,0.002,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_k,20.0,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.008,0.722,0.008,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_k,30.0,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.016,0.722,0.016,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_k,50.0,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.036,0.722,0.036,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_k,75.0,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.062,0.722,0.062,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_k,100.0,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.098,0.722,0.096,0.724,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_p,0.25,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.722,0.0,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_p,0.5,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.722,0.0,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_p,0.6,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.722,0.0,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_p,0.7,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.006,0.722,0.006,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_p,0.8,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.046,0.722,0.046,0.722,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_p,0.9,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.412,0.722,0.374,0.76,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_p,0.95,novel_focus,mask::gloves::handkerchief,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.972,0.722,0.716,0.978,Novel focus alternatives,9,mask::gloves::handkerchief,gloves,handkerchief,2.0,5.0
top_k,1.0,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_k,2.0,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_k,3.0,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_k,5.0,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_k,10.0,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_k,20.0,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_k,30.0,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_k,50.0,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_k,75.0,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_k,100.0,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_p,0.25,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_p,0.5,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
top_p,0.6,novel_focus,mask::gloves::napkins,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.014,0.0,0.014,Novel focus alternatives,9,mask::gloves::napkins,gloves,napkins,2.0,4.0
