vocab_index_zero_based,candidate,vocabulary_source,vocabulary_path,source_line_one_based,saved_log_score,unnormalized_continuation_probability,normalized_sampling_probability,rank_one_based,descending_cumulative_probability,prefix_count,prefix_inclusion_frequency,theoretical_inclusion_p06
1740,garden,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1741,-15.260141372680664,2.3583312660580672e-07,1.253842482343375e-05,1800,0.9699168112965932,1,0.002,1.922317023653818e-05
925,try,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,926,-15.338266372680664,2.1810998725844735e-07,1.1596147317553307e-05,1894,0.9710519728705848,1,0.002,1.7778551863194697e-05
1798,executive,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1799,-15.416391372680664,2.0171876286657656e-07,1.0724683084519452e-05,2005,0.9722917951913882,1,0.002,1.644249455985452e-05
3509,welcome,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,3510,-15.432016372680664,1.9859140331928352e-07,1.0558412284721573e-05,2027,0.9725260626012451,1,0.002,1.6187581436151334e-05
1059,relative,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1060,-15.447641372680664,1.9551252898773867e-07,1.0394719274742523e-05,2055,0.9728205827764829,1,0.002,1.5936620247162785e-05
3937,bent,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,3938,-15.447641372680664,1.9551252898773867e-07,1.0394719274742523e-05,2064,0.9729141352499558,1,0.002,1.5936620247162785e-05
9116,dome,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,9117,-15.478891372680664,1.8949724085143592e-07,1.0074907384132294e-05,2110,0.973385084784603,1,0.002,1.5446309562386383e-05
18892,packaged,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,18893,-15.510141372680664,1.8366702367478004e-07,9.764935070972146e-06,2164,0.9739184002181045,1,0.002,1.4971083692627421e-05
10254,expiration,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,10255,-15.541391372680664,1.7801618342295034e-07,9.464499603289823e-06,2227,0.9745219861240308,1,0.002,1.4510478554719286e-05
3948,seconds,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,3949,-15.728891372680664,1.4758059956496892e-07,7.84634576013411e-06,2514,0.9770021715494296,1,0.002,1.2029639084557005e-05
2704,wage,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,2705,-16.236703872680664,8.881556927168275e-08,4.722014054984112e-06,3526,0.9832235743801839,1,0.002,7.239599001561402e-06
8258,nephew,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,8259,-16.361703872680664,7.83794647835476e-08,4.167162777484404e-06,3838,0.9846064572609154,1,0.002,6.388929129736714e-06
22145,bicycles,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,22146,-16.799203872680664,5.060558593970436e-08,2.690522506667967e-06,4924,0.9882080424874816,1,0.002,4.125012016790561e-06
19559,doubting,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,19560,-17.30242919921875,3.059500124867858e-08,1.6266295098170175e-06,6652,0.9918315413080122,1,0.002,2.4938937336011287e-06
69354,cyc,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,69355,-17.426156997680664,2.7034365129187688e-08,1.4373229058195954e-06,7075,0.9924770604892834,1,0.002,2.2036558458583883e-06
1536,attitude,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1537,-17.580453872680664,2.3168925535197182e-08,1.231810964149986e-06,7716,0.9933303720733859,1,0.002,1.8885723426816212e-06
83132,bisque,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,83133,-17.702178955078125,2.0513575405274783e-08,1.0906352588404532e-06,8206,0.9938991571288115,1,0.002,1.6721267236358294e-06
3233,circulation,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,3234,-17.897348403930664,1.6876420871654666e-08,8.972604376380267e-07,9021,0.9947041246752034,1,0.002,1.3756511065338178e-06
20441,epinephrine,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,20442,-17.904142379760742,1.6762151487409628e-08,8.911851330165039e-07,9064,0.9947425796735301,1,0.002,1.366336655839914e-06
20619,topographical,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,20620,-18.174251556396484,1.2794485791286797e-08,6.802381860317957e-07,10334,0.99573267356238,1,0.002,1.0429198540671598e-06
