vocab_index_zero_based,candidate,vocabulary_source,vocabulary_path,source_line_one_based,saved_log_score,unnormalized_continuation_probability,normalized_sampling_probability,rank_one_based,descending_cumulative_probability
106782,gloves first,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8274,-23.60439682006836,5.6071311252910996e-11,2.981116058691429e-09,55584,0.9999680178253703
98858,bandana bound,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,350,-23.60495376586914,5.604009126629162e-11,2.9794562008892216e-09,55588,0.9999680297454515
107537,handkerchief is,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9029,-23.605979919433594,5.5982615021656584e-11,2.976400389422607e-09,55598,0.9999680595214441
107629,handkerchief the,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9121,-23.605979919433594,5.5982615021656584e-11,2.976400389422607e-09,55599,0.9999680624978444
101549,candy stick,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,3041,-23.607637405395508,5.588990148006946e-11,2.971471133774618e-09,55618,0.9999681190073176
101582,candy today,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,3074,-23.607637405395508,5.588990148006946e-11,2.971471133774618e-09,55619,0.9999681219787888
98846,bandana again,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,338,-23.63620376586914,5.431591891837734e-11,2.8877879705684603e-09,55926,0.9999690213128858
107437,handkerchief before,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8929,-23.637229919433594,5.4260211031884175e-11,2.8848261765367236e-09,55939,0.9999690588321879
107468,handkerchief covering,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8960,-23.637229919433594,5.4260211031884175e-11,2.8848261765367236e-09,55940,0.999969061717014
107623,handkerchief stuck,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9115,-23.637229919433594,5.4260211031884175e-11,2.8848261765367236e-09,55941,0.9999690646018402
113329,napkins inside,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,14821,-23.66373634338379,5.2840860923354577e-11,2.809364281551641e-09,56225,0.9999698729470534
120158,wallet between,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21650,-23.664329528808594,5.2809525789511874e-11,2.8076983017731696e-09,56234,0.9999698982256905
106845,gloves not,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8337,-23.66689682006836,5.267412224006483e-11,2.800499367297753e-09,56260,0.9999699711250276
98852,bandana away,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,344,-23.66745376586914,5.264479377681372e-11,2.798940075195946e-09,56266,0.999969987922566
101367,candy floss,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2859,-23.670642852783203,5.2477172375558156e-11,2.790028229906482e-09,56299,0.9999700801447504
120150,wallet before,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21642,-23.695579528808594,5.11847474921305e-11,2.721314506461348e-09,56579,0.9999708520033923
106715,gloves again,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8207,-23.69814682006836,5.105350987194036e-11,2.7143370599149564e-09,56606,0.9999709253739149
106826,gloves lined,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8318,-23.69814682006836,5.105350987194036e-11,2.7143370599149564e-09,56607,0.9999709280882519
101573,candy there,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,3065,-23.701387405395508,5.088833439411255e-11,2.7055552558434674e-09,56635,0.9999710039415597
120167,wallet card,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21659,-23.726829528808594,4.9609958367652584e-11,2.637588461124928e-09,56929,0.9999717897453015
120194,wallet even,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21686,-23.726829528808594,4.9609958367652584e-11,2.637588461124928e-09,56930,0.99997179238289
120216,wallet hanging,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21708,-23.726829528808594,4.9609958367652584e-11,2.637588461124928e-09,56931,0.9999717950204785
107408,handkerchief again,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8900,-23.730979919433594,4.9404484355197774e-11,2.626664124517034e-09,56969,0.9999718950721738
107432,handkerchief be,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8924,-23.730979919433594,4.9404484355197774e-11,2.626664124517034e-09,56970,0.9999718976988379
120328,wallet this,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21820,-23.758079528808594,4.808362041091669e-11,2.556438395393597e-09,57266,0.9999726646157439
107414,handkerchief also,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8906,-23.762229919433594,4.788446816922428e-11,2.545850165288619e-09,57325,0.9999728151582215
107617,handkerchief spread,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9109,-23.762229919433594,4.788446816922428e-11,2.545850165288619e-09,57326,0.9999728177040716
101247,candy around,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2739,-23.763887405395508,4.780516607464961e-11,2.5416339495030084e-09,57348,0.9999728736674611
113429,napkins there,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,14921,-23.78873634338379,4.6631896094763795e-11,2.4792552767011206e-09,57622,0.9999735612214335
101404,candy inside,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2896,-23.795137405395508,4.633435573921143e-11,2.4634360937316864e-09,57696,0.9999737441531091
101470,candy of,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2962,-23.795137405395508,4.633435573921143e-11,2.4634360937316864e-09,57697,0.9999737466165453
107674,handkerchief whose,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9166,-23.824729919433594,4.498329490404537e-11,2.3916049012379757e-09,57999,0.9999744802297623
101312,candy company,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2804,-23.826387405395508,4.4908797480493456e-11,2.3876441330533327e-09,58017,0.9999745232393972
101469,candy now,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2961,-23.826387405395508,4.4908797480493456e-11,2.3876441330533327e-09,58018,0.9999745256270413
106720,gloves also,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8212,-23.85439682006836,4.3668381111607556e-11,2.3216955209356255e-09,58325,0.999975248381807
107427,handkerchief away,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8919,-23.855979919433594,4.359930441725114e-11,2.3180229540163605e-09,58351,0.9999753086934694
120176,wallet containing,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21668,-23.883079528808594,4.243364607768741e-11,2.2560489655831823e-09,58635,0.999975958477446
106716,gloves against,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8208,-23.88564682006836,4.232484626914908e-11,2.2502644592256767e-09,58674,0.9999760463536388
106933,gloves will,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8425,-23.88564682006836,4.232484626914908e-11,2.2502644592256767e-09,58675,0.9999760486039032
107521,handkerchief he,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9013,-23.887229919433594,4.225789484125108e-11,2.246704885311687e-09,58695,0.9999760935712211
107583,handkerchief placed,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9075,-23.887229919433594,4.225789484125108e-11,2.246704885311687e-09,58696,0.999976095817926
107530,handkerchief hung,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9022,-23.918479919433594,4.0957756099146996e-11,2.1775810429044503e-09,59030,0.9999768344300242
107543,handkerchief laid,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9035,-23.918479919433594,4.0957756099146996e-11,2.1775810429044503e-09,59031,0.9999768366076052
107630,handkerchief then,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9122,-23.918479919433594,4.0957756099146996e-11,2.1775810429044503e-09,59032,0.9999768387851862
101258,candy bags,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2750,-23.920137405395508,4.088992542310686e-11,2.173974722433308e-09,59054,0.9999768866571226
120188,wallet down,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21680,-23.945579528808594,3.986272142818336e-11,2.1193618686156713e-09,59322,0.9999774623300158
106809,gloves i,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8301,-23.94814682006836,3.976051346681085e-11,2.1139278277815024e-09,59356,0.9999775342902404
107409,handkerchief against,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8901,-23.949729919433594,3.9697618420869454e-11,2.1105839175486503e-09,59374,0.9999775723052295
107450,handkerchief bundle,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8942,-23.949729919433594,3.9697618420869454e-11,2.1105839175486503e-09,59375,0.9999775744158135
107459,handkerchief case,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8951,-23.949729919433594,3.9697618420869454e-11,2.1105839175486503e-09,59376,0.9999775765263974
120317,wallet stuffed,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21809,-23.976829528808594,3.863627442486763e-11,2.0541559589441954e-09,59669,0.999978186695105
106718,gloves alone,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8210,-23.97939682006836,3.853721107187732e-11,2.048889105970218e-09,59704,0.9999782585021694
107590,handkerchief put,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9082,-23.980979919433594,3.8476251103067e-11,2.045648077039432e-09,59724,0.999978299450274
107614,handkerchief soaked,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9106,-23.980979919433594,3.8476251103067e-11,2.045648077039432e-09,59725,0.9999783014959222
98859,bandana bundle,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,351,-24.01120376586914,3.733074874028049e-11,1.9847457115932424e-09,60047,0.9999789503980204
107461,handkerchief close,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8953,-24.012229919433594,3.729246130714963e-11,1.9827101023092423e-09,60054,0.9999789642825104
107655,handkerchief until,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9147,-24.012229919433594,3.729246130714963e-11,1.9827101023092423e-09,60055,0.9999789662652205
101479,candy or,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2971,-24.013887405395508,3.7230700773795675e-11,1.9794265101538105e-09,60071,0.9999789979602645
106804,gloves her,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8296,-24.04189682006836,3.6202359485321664e-11,1.9247531904046464e-09,60350,0.9999795423232241
107405,handkerchief above,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8897,-24.043479919433594,3.6145092894312545e-11,1.92170852549011e-09,60363,0.9999795673218052
107406,handkerchief across,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8898,-24.043479919433594,3.6145092894312545e-11,1.92170852549011e-09,60364,0.9999795692435137
107465,handkerchief could,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8957,-24.043479919433594,3.6145092894312545e-11,1.92170852549011e-09,60365,0.9999795711652223
107541,handkerchief kept,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9033,-24.043479919433594,3.6145092894312545e-11,1.92170852549011e-09,60366,0.9999795730869309
101341,candy dispenser,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2833,-24.045137405395508,3.6085232532806906e-11,1.9185259588445997e-09,60382,0.9999796038122344
120143,wallet attached,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21635,-24.070579528808594,3.5178728188964394e-11,1.8703302845092305e-09,60649,0.999980109517103
120266,wallet off,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21758,-24.070579528808594,3.5178728188964394e-11,1.8703302845092305e-09,60650,0.9999801113874334
106781,gloves filled,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8273,-24.07314682006836,3.508852997963367e-11,1.8655347603045584e-09,60686,0.9999801786278018
106815,gloves into,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8307,-24.07314682006836,3.508852997963367e-11,1.8655347603045584e-09,60687,0.9999801804933365
107658,handkerchief used,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9150,-24.074729919433594,3.503302529640247e-11,1.8625837698815455e-09,60709,0.9999802215028258
101278,candy bowl,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2770,-24.076387405395508,3.497500664460344e-11,1.859499120517781e-09,60726,0.9999802531403309
101551,candy still,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,3043,-24.076387405395508,3.497500664460344e-11,1.859499120517781e-09,60727,0.99998025499983
113266,napkins but,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,14758,-24.10123634338379,3.411662399034506e-11,1.8138619085829708e-09,61020,0.9999807933911871
120334,wallet together,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21826,-24.101829528808594,3.40963925073541e-11,1.812786271193942e-09,61027,0.9999808060830736
106787,gloves found,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8279,-24.10439682006836,3.400896940518051e-11,1.8081382897580383e-09,61062,0.999980869458219
107472,handkerchief dangling,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8964,-24.105979919433594,3.395517242152375e-11,1.8052780917654327e-09,61082,0.9999809055922028
107498,handkerchief first,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8990,-24.105979919433594,3.395517242152375e-11,1.8052780917654327e-09,61083,0.9999809073974808
107622,handkerchief stretched,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9114,-24.105979919433594,3.395517242152375e-11,1.8052780917654327e-09,61084,0.9999809092027588
107635,handkerchief through,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9127,-24.105979919433594,3.395517242152375e-11,1.8052780917654327e-09,61085,0.9999809110080369
101270,candy before,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2762,-24.107637405395508,3.3898938815980614e-11,1.8022883470853661e-09,61097,0.999980932652519
101305,candy coated,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2797,-24.107637405395508,3.3898938815980614e-11,1.8022883470853661e-09,61098,0.9999809344548073
101612,candy which,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,3104,-24.107637405395508,3.3898938815980614e-11,1.8022883470853661e-09,61099,0.9999809362570956
101386,candy hearts,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2878,-24.138887405395508,3.285597811392858e-11,1.7468377641045733e-09,61410,0.9999814874325678
107484,handkerchief during,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8976,-24.152854919433594,3.2400251868751106e-11,1.7226083890907122e-09,61582,0.9999817858131841
120166,wallet can,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21658,-24.164329528808594,3.203059651622397e-11,1.702955103248521e-09,61720,0.9999820220606749
101315,candy container,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2807,-24.170137405395508,3.1845105939246974e-11,1.6930932162085003e-09,61787,0.9999821358748344
101477,candy only,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2969,-24.170137405395508,3.1845105939246974e-11,1.6930932162085003e-09,61788,0.9999821375679276
120270,wallet only,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21762,-24.195579528808594,3.104511866362647e-11,1.6505606828895607e-09,62092,0.9999826461257982
120339,wallet turned,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21831,-24.195579528808594,3.104511866362647e-11,1.6505606828895607e-09,62093,0.9999826477763589
106721,gloves always,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8213,-24.19814682006836,3.0965519023273427e-11,1.6463286476326683e-09,62116,0.9999826856939006
107566,handkerchief not,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9058,-24.199729919433594,3.0916536312242954e-11,1.6437244077248025e-09,62135,0.9999827169524134
106723,gloves an,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8215,-24.22939682006836,3.001281016016607e-11,1.5956764401560762e-09,62454,0.999983233483245
106740,gloves before,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8232,-24.22939682006836,3.001281016016607e-11,1.5956764401560762e-09,62455,0.9999832350789215
107597,handkerchief round,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9089,-24.230979919433594,2.9965334488720584e-11,1.5931523242868232e-09,62473,0.9999832637826209
101268,candy because,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2760,-24.232637405395508,2.9915708506007605e-11,1.5905138838671457e-09,62487,0.9999832860718926
101480,candy out,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2972,-24.232637405395508,2.9915708506007605e-11,1.5905138838671457e-09,62488,0.9999832876624064
101481,candy over,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2973,-24.232637405395508,2.9915708506007605e-11,1.5905138838671457e-09,62489,0.9999832892529202
107509,handkerchief given,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9001,-24.246604919433594,2.95007650378207e-11,1.5684527868672624e-09,62643,0.9999835323894147
120238,wallet is,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21730,-24.258079528808594,2.9164190009205145e-11,1.5505582664727844e-09,62784,0.9999837522481431
106710,gloves about,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8202,-24.26064682006836,2.9089413067262243e-11,1.5465826372701725e-09,62819,0.999983806442393
106821,gloves laid,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8313,-24.26064682006836,2.9089413067262243e-11,1.5465826372701725e-09,62820,0.9999838079889757
107470,handkerchief crumpled,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8962,-24.271223068237305,2.8783377422717628e-11,1.5303117894141474e-09,62934,0.9999839832796257
107683,handkerchief would,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9175,-24.277854919433594,2.8593121917133603e-11,1.5201965677387928e-09,63003,0.9999840885195067
113473,napkins you,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,14965,-24.28873634338379,2.828367470200806e-11,1.5037443385735582e-09,63118,0.9999842623458796
120263,wallet not,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21755,-24.289329528808594,2.826690221350458e-11,1.5028526038574497e-09,63126,0.9999842743710456
107626,handkerchief taken,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9118,-24.293479919433594,2.8149826650279283e-11,1.4966281044866924e-09,63180,0.9999843553464431
101346,candy down,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2838,-24.295137405395508,2.8103207353863754e-11,1.4941495190909924e-09,63200,0.9999843852568355
107447,handkerchief box,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8939,-24.309104919433594,2.7713404039519844e-11,1.473425036389307e-09,63358,0.9999846196940484
107490,handkerchief factory,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8982,-24.324729919433594,2.728374753419858e-11,1.450581698519837e-09,63539,0.9999848842149814
107550,handkerchief loosely,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9042,-24.340354919433594,2.68607522355736e-11,1.4280925137780329e-09,63699,0.9999851144042318
107615,handkerchief some,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9107,-24.340354919433594,2.68607522355736e-11,1.4280925137780329e-09,63700,0.9999851158323243
113308,napkins for,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,14800,-24.35123634338379,2.6570053479433414e-11,1.4126370747878105e-09,63807,0.9999852678400113
120227,wallet home,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21719,-24.351829528808594,2.6554297184637357e-11,1.4117993675469342e-09,63823,0.9999852904342335
107536,handkerchief into,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9028,-24.355979919433594,2.6444314871207265e-11,1.4059519915285703e-09,63865,0.9999853495934948
101361,candy factory,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2853,-24.357637405395508,2.6400520095175347e-11,1.4036235760305509e-09,63879,0.999985369257936
101596,candy up,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,3088,-24.357637405395508,2.6400520095175347e-11,1.4036235760305509e-09,63880,0.9999853706615596
98922,bandana was,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,414,-24.37057876586914,2.606106270579974e-11,1.385575810567307e-09,64005,0.999985544921139
107571,handkerchief once,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9063,-24.387229919433594,2.5630708836131105e-11,1.3626953962676941e-09,64200,0.9999858126250896
120204,wallet first,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21696,-24.414329528808594,2.4945453649079435e-11,1.3262627679453936e-09,64483,0.9999861929862122
107446,handkerchief bound,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8938,-24.418479919433594,2.4842134827164763e-11,1.3207696665305604e-09,64540,0.9999862684371067
107481,handkerchief drenched,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8973,-24.42887306213379,2.4585284030445792e-11,1.3071138054908053e-09,64645,0.9999864063624669
98912,bandana square,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,404,-24.43307876586914,2.4482102736629378e-11,1.301628015965298e-09,64694,0.9999864702695342
106938,gloves would,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8430,-24.44814682006836,2.411597046353783e-11,1.2821620399692089e-09,64872,0.9999867001803417
101288,candy by,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2780,-24.451387405395508,2.4037947092478957e-11,1.2780138094531127e-09,64904,0.9999867411515544
98871,bandana full,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,363,-24.46432876586914,2.3728867622205448e-11,1.2615811319990724e-09,65054,0.9999869316141844
113409,napkins so,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,14901,-24.47623634338379,2.344798989710704e-11,1.2466478429764063e-09,65204,0.9999871197047138
113458,napkins which,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,14950,-24.47623634338379,2.344798989710704e-11,1.2466478429764063e-09,65205,0.9999871209513617
120125,wallet after,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21617,-24.476829528808594,2.343408501575331e-11,1.2459085689310603e-09,65212,0.9999871296753291
120364,wallet yet,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21856,-24.508079528808594,2.2713094016812208e-11,1.2075759921268447e-09,65547,0.9999875408166563
106758,gloves clean,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8250,-24.51064682006836,2.265485767587139e-11,1.2044797689906488e-09,65576,0.9999875757900959
98872,bandana had,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,364,-24.51120376586914,2.2642243661008882e-11,1.2038091258144695e-09,65584,0.9999875854228516
107634,handkerchief three,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9126,-24.512229919433594,2.261902115893332e-11,1.2025744663725278e-09,65594,0.9999875974551862
