analysis_dataset_id,analysis_unit_id,human_rate,cv_fold,model_probability,human_rank,model_rank,model,group_type
hu_g18,g18::mediocre/bad,0.7,7,1.0,9.5,2.0,Disjunction Top-K,within_dataset
hu_g18,g18::memorable/unforgettable,0.37,8,0.294,29.5,33.0,Disjunction Top-K,within_dataset
hu_g18,g18::old/ancient,0.32,9,0.082,34.5,40.0,Disjunction Top-K,within_dataset
hu_g18,g18::palatable/delicious,0.47,0,1.0,20.0,2.0,Disjunction Top-K,within_dataset
hu_g18,g18::poor/destitute,0.31,1,0.102,37.0,38.0,Disjunction Top-K,within_dataset
hu_g18,g18::possible/certain,0.58,2,0.04,14.5,48.0,Disjunction Top-K,within_dataset
hu_g18,g18::pretty/gorgeous,0.19,3,0.014,54.0,56.0,Disjunction Top-K,within_dataset
hu_g18,g18::quiet/inaudible,0.63,4,0.004,12.0,59.5,Disjunction Top-K,within_dataset
hu_g18,g18::rainy/pouring,0.29,5,0.258,40.5,34.0,Disjunction Top-K,within_dataset
hu_g18,g18::rare/extinct,0.74,6,0.0,7.0,64.0,Disjunction Top-K,within_dataset
hu_g18,g18::satifisfactory/impeccable,0.79,7,0.996,2.5,5.5,Disjunction Top-K,within_dataset
hu_g18,g18::scarce/unavailable,0.76,8,0.538,5.0,25.5,Disjunction Top-K,within_dataset
hu_g18,g18::scared/petrified,0.32,9,0.67,34.5,20.0,Disjunction Top-K,within_dataset
hu_g18,g18::sickish/sick,0.25,0,1.0,45.5,2.0,Disjunction Top-K,within_dataset
hu_g18,g18::silly/idiotic,0.32,1,0.152,34.5,37.0,Disjunction Top-K,within_dataset
hu_g18,g18::silly/ridiculous,0.39,2,0.242,25.5,35.0,Disjunction Top-K,within_dataset
hu_g18,g18::sleepy/asleep,0.81,3,0.432,0.5,28.0,Disjunction Top-K,within_dataset
hu_g18,g18::small/tiny,0.24,4,0.03,47.5,50.5,Disjunction Top-K,within_dataset
hu_g18,g18::snug/tight,0.18,5,0.958,56.0,11.0,Disjunction Top-K,within_dataset
hu_g18,g18::special/unique,0.17,6,0.634,57.0,24.0,Disjunction Top-K,within_dataset
hu_g18,g18::tasty/delicious,0.16,7,0.884,59.0,15.0,Disjunction Top-K,within_dataset
hu_g18,g18::thin/skinny,0.11,8,0.308,64.0,32.0,Disjunction Top-K,within_dataset
hu_g18,g18::tipsy/drunk,0.38,9,0.838,27.5,17.0,Disjunction Top-K,within_dataset
hu_g18,g18::tired/exhausted,0.3,0,0.086,38.5,39.0,Disjunction Top-K,within_dataset
hu_g18,g18::ugly/hideous,0.21,1,0.068,52.0,41.0,Disjunction Top-K,within_dataset
hu_g18,g18::unhappy/miserable,0.29,2,0.312,40.5,30.0,Disjunction Top-K,within_dataset
hu_g18,g18::unsettling/horrific,0.62,3,0.96,13.0,10.0,Disjunction Top-K,within_dataset
hu_g18,g18::warm/hot,0.7,4,0.538,9.5,25.5,Disjunction Top-K,within_dataset
hu_g18,g18::wary/scared,0.45,5,0.866,22.0,16.0,Disjunction Top-K,within_dataset
hu_g18,g18::wet/soaked,0.24,6,0.02,47.5,55.0,Disjunction Top-K,within_dataset
hu_g18,g18::adequate/good,0.44,0,0.996,23.0,5.5,Disjunction Top-p,within_dataset
hu_g18,g18::ajar/open,0.11,1,1.0,64.0,2.0,Disjunction Top-p,within_dataset
hu_g18,g18::allowed/obligatory,0.73,2,0.046,8.0,46.5,Disjunction Top-p,within_dataset
hu_g18,g18::annoyed/angry,0.51,3,0.966,18.0,9.0,Disjunction Top-p,within_dataset
hu_g18,g18::attractive/stunning,0.08,4,0.05,66.0,45.0,Disjunction Top-p,within_dataset
hu_g18,g18::bent/twisted,0.46,5,0.334,21.0,29.0,Disjunction Top-p,within_dataset
hu_g18,g18::big/enormous,0.14,6,0.034,61.5,49.5,Disjunction Top-p,within_dataset
hu_g18,g18::calm/unflappable,0.25,7,0.158,45.5,36.0,Disjunction Top-p,within_dataset
hu_g18,g18::cheap/free,0.76,8,0.974,5.0,8.0,Disjunction Top-p,within_dataset
hu_g18,g18::chubby/fat,0.32,9,0.988,34.5,7.0,Disjunction Top-p,within_dataset
hu_g18,g18::clean/spotless,0.27,0,0.0,43.0,64.0,Disjunction Top-p,within_dataset
hu_g18,g18::cleanish/clean,0.55,1,1.0,16.0,2.0,Disjunction Top-p,within_dataset
hu_g18,g18::cold/freezing,0.49,2,0.06,19.0,43.0,Disjunction Top-p,within_dataset
hu_g18,g18::content/happy,0.22,3,0.904,50.0,12.5,Disjunction Top-p,within_dataset
hu_g18,g18::cool/cold,0.43,4,0.824,24.0,18.0,Disjunction Top-p,within_dataset
hu_g18,g18::damaged/broken,0.16,5,0.904,59.0,12.5,Disjunction Top-p,within_dataset
hu_g18,g18::damp/wet,0.3,6,0.896,38.5,14.0,Disjunction Top-p,within_dataset
hu_g18,g18::dark/black,0.37,7,0.654,29.5,23.0,Disjunction Top-p,within_dataset
hu_g18,g18::difficult/impossible,0.76,8,0.806,5.0,19.0,Disjunction Top-p,within_dataset
hu_g18,g18::dirty/filthy,0.14,9,0.012,61.5,58.0,Disjunction Top-p,within_dataset
hu_g18,g18::drunk/plastered,0.11,0,0.052,64.0,44.0,Disjunction Top-p,within_dataset
hu_g18,g18::dry/parched,0.22,1,0.004,50.0,59.5,Disjunction Top-p,within_dataset
hu_g18,g18::fat/obese,0.16,2,0.668,59.0,21.5,Disjunction Top-p,within_dataset
hu_g18,g18::faulty/non-functional,0.39,3,0.03,25.5,52.0,Disjunction Top-p,within_dataset
hu_g18,g18::funny/hilarious,0.27,4,0.044,43.0,48.0,Disjunction Top-p,within_dataset
hu_g18,g18::good/excellent,0.65,5,0.03,11.0,52.0,Disjunction Top-p,within_dataset
hu_g18,g18::good/perfect,0.58,6,0.034,14.5,49.5,Disjunction Top-p,within_dataset
hu_g18,g18::happy/delighted,0.19,7,0.046,54.0,46.5,Disjunction Top-p,within_dataset
hu_g18,g18::hard/unsolvable,0.52,8,0.014,17.0,56.5,Disjunction Top-p,within_dataset
hu_g18,g18::hot/scalding,0.35,9,0.0,31.0,64.0,Disjunction Top-p,within_dataset
hu_g18,g18::hungry/starving,0.38,0,0.022,27.5,54.0,Disjunction Top-p,within_dataset
hu_g18,g18::intelligent/brilliant,0.19,1,0.668,54.0,21.5,Disjunction Top-p,within_dataset
hu_g18,g18::large/gigantic,0.22,2,0.0,50.0,64.0,Disjunction Top-p,within_dataset
hu_g18,g18::light/white,0.27,3,0.466,43.0,27.0,Disjunction Top-p,within_dataset
hu_g18,g18::likely/certain,0.79,4,0.312,2.5,30.5,Disjunction Top-p,within_dataset
hu_g18,g18::loud/defeaning,0.34,5,0.0,32.0,64.0,Disjunction Top-p,within_dataset
hu_g18,g18::low/depleted,0.81,6,0.002,0.5,61.0,Disjunction Top-p,within_dataset
hu_g18,g18::mediocre/bad,0.7,7,1.0,9.5,2.0,Disjunction Top-p,within_dataset
hu_g18,g18::memorable/unforgettable,0.37,8,0.294,29.5,33.0,Disjunction Top-p,within_dataset
hu_g18,g18::old/ancient,0.32,9,0.082,34.5,40.0,Disjunction Top-p,within_dataset
hu_g18,g18::palatable/delicious,0.47,0,1.0,20.0,2.0,Disjunction Top-p,within_dataset
hu_g18,g18::poor/destitute,0.31,1,0.102,37.0,38.0,Disjunction Top-p,within_dataset
hu_g18,g18::possible/certain,0.58,2,0.064,14.5,42.0,Disjunction Top-p,within_dataset
hu_g18,g18::pretty/gorgeous,0.19,3,0.014,54.0,56.5,Disjunction Top-p,within_dataset
hu_g18,g18::quiet/inaudible,0.63,4,0.004,12.0,59.5,Disjunction Top-p,within_dataset
hu_g18,g18::rainy/pouring,0.29,5,0.258,40.5,34.0,Disjunction Top-p,within_dataset
hu_g18,g18::rare/extinct,0.74,6,0.0,7.0,64.0,Disjunction Top-p,within_dataset
hu_g18,g18::satifisfactory/impeccable,0.79,7,0.996,2.5,5.5,Disjunction Top-p,within_dataset
hu_g18,g18::scarce/unavailable,0.76,8,0.538,5.0,26.0,Disjunction Top-p,within_dataset
hu_g18,g18::scared/petrified,0.32,9,0.67,34.5,20.0,Disjunction Top-p,within_dataset
hu_g18,g18::sickish/sick,0.25,0,1.0,45.5,2.0,Disjunction Top-p,within_dataset
hu_g18,g18::silly/idiotic,0.32,1,0.152,34.5,37.0,Disjunction Top-p,within_dataset
hu_g18,g18::silly/ridiculous,0.39,2,0.242,25.5,35.0,Disjunction Top-p,within_dataset
hu_g18,g18::sleepy/asleep,0.81,3,0.432,0.5,28.0,Disjunction Top-p,within_dataset
hu_g18,g18::small/tiny,0.24,4,0.03,47.5,52.0,Disjunction Top-p,within_dataset
hu_g18,g18::snug/tight,0.18,5,0.958,56.0,11.0,Disjunction Top-p,within_dataset
hu_g18,g18::special/unique,0.17,6,0.636,57.0,24.0,Disjunction Top-p,within_dataset
hu_g18,g18::tasty/delicious,0.16,7,0.884,59.0,15.0,Disjunction Top-p,within_dataset
hu_g18,g18::thin/skinny,0.11,8,0.308,64.0,32.0,Disjunction Top-p,within_dataset
hu_g18,g18::tipsy/drunk,0.38,9,0.838,27.5,17.0,Disjunction Top-p,within_dataset
hu_g18,g18::tired/exhausted,0.3,0,0.086,38.5,39.0,Disjunction Top-p,within_dataset
hu_g18,g18::ugly/hideous,0.21,1,0.068,52.0,41.0,Disjunction Top-p,within_dataset
hu_g18,g18::unhappy/miserable,0.29,2,0.312,40.5,30.5,Disjunction Top-p,within_dataset
hu_g18,g18::unsettling/horrific,0.62,3,0.96,13.0,10.0,Disjunction Top-p,within_dataset
hu_g18,g18::warm/hot,0.7,4,0.556,9.5,25.0,Disjunction Top-p,within_dataset
hu_g18,g18::wary/scared,0.45,5,0.866,22.0,16.0,Disjunction Top-p,within_dataset
hu_g18,g18::wet/soaked,0.24,6,0.02,47.5,55.0,Disjunction Top-p,within_dataset
hu_pvt21,pvt21::amazing/miraculous,0.363636364,0,2.4977500124323535e-05,17.0,40.0,No linking structure,within_dataset
hu_pvt21,pvt21::angry/violent,0.176470588,1,3.979005040416799e-06,36.0,46.0,No linking structure,within_dataset
hu_pvt21,pvt21::big/huge,0.210526316,2,0.00013409735341409583,31.0,28.0,No linking structure,within_dataset
hu_pvt21,pvt21::bizarre/surreal,0.260869565,3,3.193565160238537e-05,23.0,37.0,No linking structure,within_dataset
hu_pvt21,pvt21::bright/brilliant,0.125,4,0.00014413050092695513,43.0,27.0,No linking structure,within_dataset
hu_pvt21,pvt21::busy/full,0.2,5,0.03432223678676804,33.5,2.0,No linking structure,within_dataset
hu_pvt21,pvt21::calm/meditative,0.057142857,6,9.147948516102659e-06,49.0,43.0,No linking structure,within_dataset
hu_pvt21,pvt21::casual/sloppy,0.517241379,7,8.894700404614404e-05,8.0,30.0,No linking structure,within_dataset
hu_pvt21,pvt21::cold/frosty,0.235294118,8,0.0004646838657163145,27.0,20.0,No linking structure,within_dataset
hu_pvt21,pvt21::comfortable/luxurious,0.5,9,0.003670938560999764,11.0,8.0,No linking structure,within_dataset
hu_pvt21,pvt21::cool/cold,0.357142857,0,0.10955981343438863,18.0,0.0,No linking structure,within_dataset
hu_pvt21,pvt21::cute/beautiful,0.135135135,1,0.0010086983097223022,40.0,16.0,No linking structure,within_dataset
hu_pvt21,pvt21::damp/wet,0.111111111,2,0.01411070792561794,44.0,4.0,No linking structure,within_dataset
hu_pvt21,pvt21::dark/black,0.227272727,3,0.010100055431195132,30.0,5.0,No linking structure,within_dataset
hu_pvt21,pvt21::decent/great,0.5,4,0.001802344547996893,11.0,13.0,No linking structure,within_dataset
hu_pvt21,pvt21::dry/arid,0.137254902,5,0.003918135188156811,38.0,6.0,No linking structure,within_dataset
hu_pvt21,pvt21::elegant/ostentatious,0.552631579,6,4.217822450378626e-05,7.0,36.0,No linking structure,within_dataset
hu_pvt21,pvt21::emotional/sentimental,0.058823529,7,1.5661727579593558e-06,48.0,48.0,No linking structure,within_dataset
hu_pvt21,pvt21::enjoyable/great,0.135135135,8,0.0006426408365489032,40.0,19.0,No linking structure,within_dataset
hu_pvt21,pvt21::evil/satanic,0.25,9,3.032054286214665e-05,24.5,38.0,No linking structure,within_dataset
hu_pvt21,pvt21::fat/obese,0.107142857,0,5.263953251106525e-05,45.0,34.0,No linking structure,within_dataset
hu_pvt21,pvt21::funny/hilarious,0.229166667,1,0.00038926835694032616,29.0,23.0,No linking structure,within_dataset
hu_pvt21,pvt21::grey/black,0.934782609,2,0.00045444310409447356,0.0,21.0,No linking structure,within_dataset
hu_pvt21,pvt21::happy/ecstatic,0.243243243,3,0.0018535293155515623,26.0,12.0,No linking structure,within_dataset
hu_pvt21,pvt21::honest/blunt,0.191489362,4,6.32069368939468e-06,35.0,44.0,No linking structure,within_dataset
hu_pvt21,pvt21::hot/boiling,0.553191489,5,0.002861328777991111,6.0,9.0,No linking structure,within_dataset
hu_pvt21,pvt21::mysterious/magical,0.511111111,6,2.3058679697319578e-05,9.0,41.0,No linking structure,within_dataset
hu_pvt21,pvt21::nice/great,0.205128205,7,0.03126198998614631,32.0,3.0,No linking structure,within_dataset
hu_pvt21,pvt21::odd/bizarre,0.2,8,1.6397665480260862e-05,33.5,42.0,No linking structure,within_dataset
hu_pvt21,pvt21::okay/great,0.717948718,9,0.0024363753360818006,4.0,11.0,No linking structure,within_dataset
hu_pvt21,pvt21::painful/deadly,0.76744186,0,0.001135308467661181,3.0,15.0,No linking structure,within_dataset
hu_pvt21,pvt21::pale/white,0.486486486,1,0.0007658689306176238,13.0,18.0,No linking structure,within_dataset
hu_pvt21,pvt21::polite/friendly,0.166666667,2,0.10782776876666017,37.0,1.0,No linking structure,within_dataset
hu_pvt21,pvt21::pretty/beautiful,0.097560976,3,0.001517558385179709,46.0,14.0,No linking structure,within_dataset
hu_pvt21,pvt21::quiet/silent,0.378378378,4,0.0003610038575660651,16.0,24.0,No linking structure,within_dataset
hu_pvt21,pvt21::red/scarlet,0.23255814,5,0.00045378032739839917,28.0,22.0,No linking structure,within_dataset
hu_pvt21,pvt21::rough/unfriendly,0.5,6,6.174263201297845e-06,11.0,45.0,No linking structure,within_dataset
hu_pvt21,pvt21::sad/tragic,0.261904762,7,0.0008812928686957922,22.0,17.0,No linking structure,within_dataset
hu_pvt21,pvt21::smart/brilliant,0.068965517,8,4.585827258306332e-05,47.0,35.0,No linking structure,within_dataset
hu_pvt21,pvt21::soft/mushy,0.3125,9,0.0003062390994399659,21.0,25.0,No linking structure,within_dataset
hu_pvt21,pvt21::thick/impenetrable,0.431372549,0,8.945252520125901e-05,14.0,29.0,No linking structure,within_dataset
hu_pvt21,pvt21::thin/invisible,0.902439024,1,6.805613691785481e-05,1.0,33.0,No linking structure,within_dataset
hu_pvt21,pvt21::tiny/imperceptible,0.558823529,2,1.098251531762106e-06,5.0,49.0,No linking structure,within_dataset
hu_pvt21,pvt21::tough/impossible,0.870967742,3,7.848632328598309e-05,2.0,31.0,No linking structure,within_dataset
hu_pvt21,pvt21::uncomfortable/painful,0.25,4,0.00022345094252169232,24.5,26.0,No linking structure,within_dataset
hu_pvt21,pvt21::warm/hot,0.380952381,5,0.002740295070607861,15.0,10.0,No linking structure,within_dataset
hu_pvt21,pvt21::weird/alien,0.130434783,6,2.656439502379587e-06,42.0,47.0,No linking structure,within_dataset
hu_pvt21,pvt21::wet/sopping,0.325,7,7.063317816638166e-05,20.0,32.0,No linking structure,within_dataset
hu_pvt21,pvt21::wonderful/perfect,0.135135135,8,0.003857023832398252,40.0,7.0,No linking structure,within_dataset
hu_pvt21,pvt21::wrong/evil,0.327586207,9,2.5602594889234952e-05,19.0,39.0,No linking structure,within_dataset
hu_pvt21,pvt21::amazing/miraculous,0.363636364,0,0.004325371130116905,17.0,36.0,X but not Y,within_dataset
hu_pvt21,pvt21::angry/violent,0.176470588,1,0.004504525289386328,36.0,35.0,X but not Y,within_dataset
hu_pvt21,pvt21::big/huge,0.210526316,2,0.02906079209239431,31.0,24.0,X but not Y,within_dataset
hu_pvt21,pvt21::bizarre/surreal,0.260869565,3,0.000423921154011263,23.0,49.0,X but not Y,within_dataset
hu_pvt21,pvt21::bright/brilliant,0.125,4,0.0024298051962898903,43.0,40.0,X but not Y,within_dataset
hu_pvt21,pvt21::busy/full,0.2,5,0.07338246106104909,33.5,10.0,X but not Y,within_dataset
hu_pvt21,pvt21::calm/meditative,0.057142857,6,0.001283037157658846,49.0,44.0,X but not Y,within_dataset
hu_pvt21,pvt21::casual/sloppy,0.517241379,7,0.07277491350408463,8.0,11.0,X but not Y,within_dataset
hu_pvt21,pvt21::cold/frosty,0.235294118,8,0.001730283350707117,27.0,43.0,X but not Y,within_dataset
hu_pvt21,pvt21::comfortable/luxurious,0.5,9,0.3962820714164783,11.0,2.0,X but not Y,within_dataset
hu_pvt21,pvt21::cool/cold,0.357142857,0,0.46863433499806323,18.0,1.0,X but not Y,within_dataset
hu_pvt21,pvt21::cute/beautiful,0.135135135,1,0.018755847756863838,40.0,28.0,X but not Y,within_dataset
hu_pvt21,pvt21::damp/wet,0.111111111,2,0.23168977674281035,44.0,3.0,X but not Y,within_dataset
hu_pvt21,pvt21::dark/black,0.227272727,3,0.08744940683383455,30.0,7.0,X but not Y,within_dataset
hu_pvt21,pvt21::decent/great,0.5,4,0.0792960565938132,11.0,9.0,X but not Y,within_dataset
hu_pvt21,pvt21::dry/arid,0.137254902,5,0.07992105421628709,38.0,8.0,X but not Y,within_dataset
hu_pvt21,pvt21::elegant/ostentatious,0.552631579,6,0.049334719521785544,7.0,14.0,X but not Y,within_dataset
hu_pvt21,pvt21::emotional/sentimental,0.058823529,7,0.0341988621387017,48.0,21.0,X but not Y,within_dataset
hu_pvt21,pvt21::enjoyable/great,0.135135135,8,0.038630593189018604,40.0,19.0,X but not Y,within_dataset
hu_pvt21,pvt21::evil/satanic,0.25,9,0.005779603082582441,24.5,33.0,X but not Y,within_dataset
hu_pvt21,pvt21::fat/obese,0.107142857,0,0.05837390305921813,45.0,13.0,X but not Y,within_dataset
hu_pvt21,pvt21::funny/hilarious,0.229166667,1,0.0010658550605862223,29.0,46.0,X but not Y,within_dataset
hu_pvt21,pvt21::grey/black,0.934782609,2,0.01754265548791297,0.0,29.0,X but not Y,within_dataset
hu_pvt21,pvt21::happy/ecstatic,0.243243243,3,0.030030663044541977,26.0,23.0,X but not Y,within_dataset
hu_pvt21,pvt21::honest/blunt,0.191489362,4,0.0004880421812435641,35.0,48.0,X but not Y,within_dataset
hu_pvt21,pvt21::hot/boiling,0.553191489,5,0.04736259644716752,6.0,15.0,X but not Y,within_dataset
hu_pvt21,pvt21::mysterious/magical,0.511111111,6,0.003585299529696339,9.0,38.0,X but not Y,within_dataset
hu_pvt21,pvt21::nice/great,0.205128205,7,0.04579868461608412,32.0,16.0,X but not Y,within_dataset
hu_pvt21,pvt21::odd/bizarre,0.2,8,0.0007867284971194339,33.5,47.0,X but not Y,within_dataset
hu_pvt21,pvt21::okay/great,0.717948718,9,0.13692283565857,4.0,5.0,X but not Y,within_dataset
hu_pvt21,pvt21::painful/deadly,0.76744186,0,0.04216109589218493,3.0,17.0,X but not Y,within_dataset
hu_pvt21,pvt21::pale/white,0.486486486,1,0.04082073947505365,13.0,18.0,X but not Y,within_dataset
hu_pvt21,pvt21::polite/friendly,0.166666667,2,0.07020971433742161,37.0,12.0,X but not Y,within_dataset
hu_pvt21,pvt21::pretty/beautiful,0.097560976,3,0.012106036628022742,46.0,31.0,X but not Y,within_dataset
hu_pvt21,pvt21::quiet/silent,0.378378378,4,0.020923495545942746,16.0,27.0,X but not Y,within_dataset
hu_pvt21,pvt21::red/scarlet,0.23255814,5,0.002058256940691166,28.0,42.0,X but not Y,within_dataset
hu_pvt21,pvt21::rough/unfriendly,0.5,6,0.0012273696584613547,11.0,45.0,X but not Y,within_dataset
hu_pvt21,pvt21::sad/tragic,0.261904762,7,0.022338256236113328,22.0,26.0,X but not Y,within_dataset
hu_pvt21,pvt21::smart/brilliant,0.068965517,8,0.013482559233478884,47.0,30.0,X but not Y,within_dataset
hu_pvt21,pvt21::soft/mushy,0.3125,9,0.0036873787655889957,21.0,37.0,X but not Y,within_dataset
hu_pvt21,pvt21::thick/impenetrable,0.431372549,0,0.16979615424593247,14.0,4.0,X but not Y,within_dataset
hu_pvt21,pvt21::thin/invisible,0.902439024,1,0.004930969684251795,1.0,34.0,X but not Y,within_dataset
hu_pvt21,pvt21::tiny/imperceptible,0.558823529,2,0.024079540177235806,5.0,25.0,X but not Y,within_dataset
hu_pvt21,pvt21::tough/impossible,0.870967742,3,0.09591770011062621,2.0,6.0,X but not Y,within_dataset
hu_pvt21,pvt21::uncomfortable/painful,0.25,4,0.010854860382290141,24.5,32.0,X but not Y,within_dataset
hu_pvt21,pvt21::warm/hot,0.380952381,5,0.5002354928340037,15.0,0.0,X but not Y,within_dataset
hu_pvt21,pvt21::weird/alien,0.130434783,6,0.002856137903142825,42.0,39.0,X but not Y,within_dataset
hu_pvt21,pvt21::wet/sopping,0.325,7,0.0024209855046105817,20.0,41.0,X but not Y,within_dataset
hu_pvt21,pvt21::wonderful/perfect,0.135135135,8,0.030992782295413163,40.0,22.0,X but not Y,within_dataset
hu_pvt21,pvt21::wrong/evil,0.327586207,9,0.03774772922932071,19.0,20.0,X but not Y,within_dataset
hu_pvt21,pvt21::amazing/miraculous,0.363636364,0,0.004,17.0,36.5,Set Top-K,within_dataset
hu_pvt21,pvt21::angry/violent,0.176470588,1,0.0,36.0,45.0,Set Top-K,within_dataset
hu_pvt21,pvt21::big/huge,0.210526316,2,0.058,31.0,19.0,Set Top-K,within_dataset
hu_pvt21,pvt21::bizarre/surreal,0.260869565,3,0.0,23.0,45.0,Set Top-K,within_dataset
hu_pvt21,pvt21::bright/brilliant,0.125,4,0.034,43.0,21.0,Set Top-K,within_dataset
hu_pvt21,pvt21::busy/full,0.2,5,0.946,33.5,2.0,Set Top-K,within_dataset
hu_pvt21,pvt21::calm/meditative,0.057142857,6,0.008,49.0,32.0,Set Top-K,within_dataset
hu_pvt21,pvt21::casual/sloppy,0.517241379,7,0.0,8.0,45.0,Set Top-K,within_dataset
hu_pvt21,pvt21::cold/frosty,0.235294118,8,0.016,27.0,27.5,Set Top-K,within_dataset
hu_pvt21,pvt21::comfortable/luxurious,0.5,9,0.312,11.0,8.0,Set Top-K,within_dataset
hu_pvt21,pvt21::cool/cold,0.357142857,0,1.0,18.0,0.0,Set Top-K,within_dataset
hu_pvt21,pvt21::cute/beautiful,0.135135135,1,0.096,40.0,11.0,Set Top-K,within_dataset
hu_pvt21,pvt21::damp/wet,0.111111111,2,0.294,44.0,9.0,Set Top-K,within_dataset
hu_pvt21,pvt21::dark/black,0.227272727,3,0.572,30.0,5.0,Set Top-K,within_dataset
hu_pvt21,pvt21::decent/great,0.5,4,0.234,11.0,10.0,Set Top-K,within_dataset
hu_pvt21,pvt21::dry/arid,0.137254902,5,0.046,38.0,20.0,Set Top-K,within_dataset
hu_pvt21,pvt21::elegant/ostentatious,0.552631579,6,0.0,7.0,45.0,Set Top-K,within_dataset
hu_pvt21,pvt21::emotional/sentimental,0.058823529,7,0.0,48.0,45.0,Set Top-K,within_dataset
hu_pvt21,pvt21::enjoyable/great,0.135135135,8,0.59,40.0,4.0,Set Top-K,within_dataset
hu_pvt21,pvt21::evil/satanic,0.25,9,0.01,24.5,30.0,Set Top-K,within_dataset
hu_pvt21,pvt21::fat/obese,0.107142857,0,0.02,45.0,26.0,Set Top-K,within_dataset
hu_pvt21,pvt21::funny/hilarious,0.229166667,1,0.002,29.0,39.5,Set Top-K,within_dataset
hu_pvt21,pvt21::grey/black,0.934782609,2,0.072,0.0,15.0,Set Top-K,within_dataset
hu_pvt21,pvt21::happy/ecstatic,0.243243243,3,0.0,26.0,45.0,Set Top-K,within_dataset
hu_pvt21,pvt21::honest/blunt,0.191489362,4,0.004,35.0,36.5,Set Top-K,within_dataset
hu_pvt21,pvt21::hot/boiling,0.553191489,5,0.01,6.0,30.0,Set Top-K,within_dataset
hu_pvt21,pvt21::mysterious/magical,0.511111111,6,0.006,9.0,33.5,Set Top-K,within_dataset
hu_pvt21,pvt21::nice/great,0.205128205,7,0.798,32.0,3.0,Set Top-K,within_dataset
hu_pvt21,pvt21::odd/bizarre,0.2,8,0.002,33.5,39.5,Set Top-K,within_dataset
hu_pvt21,pvt21::okay/great,0.717948718,9,0.092,4.0,12.0,Set Top-K,within_dataset
hu_pvt21,pvt21::painful/deadly,0.76744186,0,0.004,3.0,36.5,Set Top-K,within_dataset
hu_pvt21,pvt21::pale/white,0.486486486,1,0.326,13.0,7.0,Set Top-K,within_dataset
hu_pvt21,pvt21::polite/friendly,0.166666667,2,0.986,37.0,1.0,Set Top-K,within_dataset
hu_pvt21,pvt21::pretty/beautiful,0.097560976,3,0.066,46.0,17.0,Set Top-K,within_dataset
hu_pvt21,pvt21::quiet/silent,0.378378378,4,0.082,16.0,14.0,Set Top-K,within_dataset
hu_pvt21,pvt21::red/scarlet,0.23255814,5,0.026,28.0,23.0,Set Top-K,within_dataset
hu_pvt21,pvt21::rough/unfriendly,0.5,6,0.004,11.0,36.5,Set Top-K,within_dataset
hu_pvt21,pvt21::sad/tragic,0.261904762,7,0.066,22.0,17.0,Set Top-K,within_dataset
hu_pvt21,pvt21::smart/brilliant,0.068965517,8,0.016,47.0,27.5,Set Top-K,within_dataset
hu_pvt21,pvt21::soft/mushy,0.3125,9,0.0,21.0,45.0,Set Top-K,within_dataset
hu_pvt21,pvt21::thick/impenetrable,0.431372549,0,0.024,14.0,24.5,Set Top-K,within_dataset
hu_pvt21,pvt21::thin/invisible,0.902439024,1,0.006,1.0,33.5,Set Top-K,within_dataset
hu_pvt21,pvt21::tiny/imperceptible,0.558823529,2,0.0,5.0,45.0,Set Top-K,within_dataset
hu_pvt21,pvt21::tough/impossible,0.870967742,3,0.086,2.0,13.0,Set Top-K,within_dataset
hu_pvt21,pvt21::uncomfortable/painful,0.25,4,0.01,24.5,30.0,Set Top-K,within_dataset
hu_pvt21,pvt21::warm/hot,0.380952381,5,0.03,15.0,22.0,Set Top-K,within_dataset
hu_pvt21,pvt21::weird/alien,0.130434783,6,0.0,42.0,45.0,Set Top-K,within_dataset
hu_pvt21,pvt21::wet/sopping,0.325,7,0.066,20.0,17.0,Set Top-K,within_dataset
hu_pvt21,pvt21::wonderful/perfect,0.135135135,8,0.448,40.0,6.0,Set Top-K,within_dataset
hu_pvt21,pvt21::wrong/evil,0.327586207,9,0.024,19.0,24.5,Set Top-K,within_dataset
hu_pvt21,pvt21::amazing/miraculous,0.363636364,0,0.008,17.0,38.5,Set Top-p,within_dataset
hu_pvt21,pvt21::angry/violent,0.176470588,1,0.0,36.0,46.5,Set Top-p,within_dataset
hu_pvt21,pvt21::big/huge,0.210526316,2,0.132,31.0,18.5,Set Top-p,within_dataset
hu_pvt21,pvt21::bizarre/surreal,0.260869565,3,0.0,23.0,46.5,Set Top-p,within_dataset
hu_pvt21,pvt21::bright/brilliant,0.125,4,0.124,43.0,22.0,Set Top-p,within_dataset
hu_pvt21,pvt21::busy/full,0.2,5,1.0,33.5,1.0,Set Top-p,within_dataset
hu_pvt21,pvt21::calm/meditative,0.057142857,6,0.014,49.0,35.5,Set Top-p,within_dataset
hu_pvt21,pvt21::casual/sloppy,0.517241379,7,0.0,8.0,46.5,Set Top-p,within_dataset
hu_pvt21,pvt21::cold/frosty,0.235294118,8,0.03,27.0,28.5,Set Top-p,within_dataset
hu_pvt21,pvt21::comfortable/luxurious,0.5,9,0.372,11.0,11.0,Set Top-p,within_dataset
hu_pvt21,pvt21::cool/cold,0.357142857,0,1.0,18.0,1.0,Set Top-p,within_dataset
hu_pvt21,pvt21::cute/beautiful,0.135135135,1,0.428,40.0,9.0,Set Top-p,within_dataset
